username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
Romu_Clermont,2017-07-02 01:38,22,23,"[ #Infographic ] on How a #Bitcoin Transaction Works. #Blockchain #btc #Fintech #Crypto #cryptocurrencies #Future #ICO pic.twitter.com/r28IVT8gIC",,,#Infographic #Bitcoin #Blockchain #btc #Fintech #Crypto #cryptocurrencies #Future #ICO,"881416731092234240",https://twitter.com/Romu_Clermont/status/881416731092234240
Coinbelly,2017-07-08 17:59,0,0,"Smart Contracts for #Bitcoin ? Lightning's Tadge Dryja Is Working on It http://www. coindesk.com/smart-contract s-bitcoin-lightnings-tadge-dryja-working/ …",,,#Bitcoin,"883838099666513920",https://twitter.com/Coinbelly/status/883838099666513920
ElixiumCrypto,2017-07-08 17:16,3,2,"Are you Bullish or Bearish on #Apple ? Start #Trading $ AAPL with #Bitcoin $ QQQ #Stocks #Blockchain #Cryptocurrency http://www. elixiumcapital.com/BTC-AAPL/ pic.twitter.com/qkNOdTBMvi",,,#Apple #Trading #Bitcoin #Stocks #Blockchain #Cryptocurrency,"883827073340641281",https://twitter.com/ElixiumCrypto/status/883827073340641281
filipmicevski,2017-07-08 17:59,0,2,"Free Bitcoins Faucet - Earn $100 free btc in 5 minutes https:// goo.gl/0lr5uj #bitcoin #freebtc #getbtc",,,#bitcoin #freebtc #getbtc,"883838026094448644",https://twitter.com/filipmicevski/status/883838026094448644
MiningDiscount,2017-07-08 17:59,0,0,"#Bitcoin $1 USD is equal to ฿0.00039262 BTC! #GoldCoinJar #bitcoin #cryptocurrency #ethereum",,,#Bitcoin #GoldCoinJar #bitcoin #cryptocurrency #ethereum,"883837907999629312",https://twitter.com/MiningDiscount/status/883837907999629312
BitcoinCenterNY,2017-07-08 17:59,0,1,"Bitcoin ATM in NYC/SoHo - Located at 157 Prince Street - 11am-9pm M-F #bitcoin #bitcoinatm #buybitcoin http:// bitcoincenternyc.com",,,#bitcoin #bitcoinatm #buybitcoin,"883837870213083136",https://twitter.com/BitcoinCenterNY/status/883837870213083136
blockchainhelpr,2017-07-08 17:58,0,2,"How does #blockchain work? The ultimate guide http:// buff.ly/2dvhaDX #bitcoin #ethereum #startup pic.twitter.com/w5zXn0jNLP",,,#blockchain #bitcoin #ethereum #startup,"883837742853083138",https://twitter.com/blockchainhelpr/status/883837742853083138
cryptotatlises,2017-07-08 17:58,4,12,"$ BTC This is not panic this is pure beauty I think i am in love with crypto #cryptocurrency #bitcoin pic.twitter.com/KR9hydI7Wz",,,#cryptocurrency #bitcoin,"883837725773877248",https://twitter.com/cryptotatlises/status/883837725773877248
jefferkk23,2017-07-08 17:58,0,1,"Bitcoin mi mejor eleccion la evolución del dinero. #estilodevida #bitcoin pic.twitter.com/uD4mwFxrF4",,,#estilodevida #bitcoin,"883837694828314628",https://twitter.com/jefferkk23/status/883837694828314628
GameGiveawaysPR,2017-07-08 17:57,0,0,"Get 30 #free #lbry #lbc tokens by joining http:// bit.ly/2sKRdc1 New project #bitcoin #btc #xrp #btc #eth #etc #xrp #dgb #xlm #doge 7:57:38",,,#free #lbry #lbc #bitcoin #btc #xrp #btc #eth #etc #xrp #dgb #xlm #doge,"883837514175393792",https://twitter.com/GameGiveawaysPR/status/883837514175393792
