username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
bitcoinbase,2017-03-08 16:59,0,0,"A man is never more truthful than when he acknowledges himself a liar. Mark Twain - here ฿฿฿ Sell/฿uy http:// bit.ly/2mdYD3U #Bitcoin",,,#Bitcoin,"839626759964397568",https://twitter.com/bitcoinbase/status/839626759964397568
PrecioBTC,2017-03-08 16:59,0,0,"Right when I need it the most, this happens. Literally doesn't list the problem. [coinbase] http:// dlvr.it/NZXxYt #Bitcoin",,,#Bitcoin,"839626677286141952",https://twitter.com/PrecioBTC/status/839626677286141952
bitcoinbase,2017-03-08 16:58,0,0,"If you're going to panic, panic early - here ฿฿฿ Sell/฿uy http:// bit.ly/2mdYD3U #Bitcoin",,,#Bitcoin,"839626509824458753",https://twitter.com/bitcoinbase/status/839626509824458753
Finteknews,2017-03-08 16:58,0,0,"#fintech #bitcoin #gold #markets #trading #investing #index #technews https:// lnkd.in/dUjsU2U",,,#fintech #bitcoin #gold #markets #trading #investing #index #technews,"839626394061713408",https://twitter.com/Finteknews/status/839626394061713408
cointastical,2017-03-08 16:58,2,0,"After last week's half-day AWS outage, and today's Azure outage, #Bitcoin exchanges need to re-consider their dependency on cloud providers. https:// twitter.com/bitFlyer/statu s/839490159770910721 …",,,#Bitcoin,"839626371794022400",https://twitter.com/cointastical/status/839626371794022400
hodlhodlnews,2017-03-08 16:58,0,0,"The Hodl Index score for 03/08/2017 is: -1 http:// news.hodlhodl.com/cumulative_cha rt … #bitcoin",,,#bitcoin,"839626317406490624",https://twitter.com/hodlhodlnews/status/839626317406490624
bitcoinbase,2017-03-08 16:57,0,0,"some of the greatest opportunities for gain and loss come when other people forget rule number... Sell/฿uy http:// bit.ly/2mdYD3U #Bitcoin",,,#Bitcoin,"839626258958909442",https://twitter.com/bitcoinbase/status/839626258958909442
dotglum,2017-03-08 16:57,1,0,"“If you’re going to compare #bitcoin to #gold , compare it to a stone of gold #Blockchain #BTC #bitcoinprice https:// medium.com/@davidstrayhor n_33223/if-youre-going-to-compare-bitcoin-to-gold-compare-it-to-a-stone-of-gold-246-000-not-an-ounce-1bfe2e40a50?source=twitterShare-ea6a485c6847-1489017387 …",,@davidstrayhor,#bitcoin #gold #Blockchain #BTC #bitcoinprice,"839626219062624257",https://twitter.com/dotglum/status/839626219062624257
nafisalam,2017-03-08 16:57,0,1,"Growing interest in #digitalcurrency as #Dash has becm 3rd largest #cryptocurrency ,behind #bitcoin & #ether #fintech http://www. livemint.com/Money/bHgV6Ewz NKVKSrI3JsFRZN/Investors-who-missed-bitcoin-rally-turn-to-dash-ether-mone.html …",,,#digitalcurrency #Dash #cryptocurrency #bitcoin #ether #fintech,"839626159717416960",https://twitter.com/nafisalam/status/839626159717416960
CryptoJauregui,2017-03-08 16:57,0,0,"http:// ift.tt/2mkKEqR Right when I need it the most, this happens. Literally doesn't list the problem. [coinbase] #Bitcoin #Blockchain",,,#Bitcoin #Blockchain,"839626144307621888",https://twitter.com/CryptoJauregui/status/839626144307621888
