username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
bitcoinrebate,2011-01-28 16:30,0,0,"#1: Boombox: Boombox Beatsteaks 37 Tage in den Top 100 (7)Neu kaufen: EUR 12,98 13 Angeb... http://amzn.to/gRF4bT #bitcoin #rebate #de",,,#1 #bitcoin #rebate #de,"31131946608234496",https://twitter.com/bitcoinrebate/status/31131946608234496
bitcoineconomy,2011-01-28 15:38,0,0,"1 BTC = $0.43 USD, Size: 5.25M BTC, Last 24h: 0.06M BTC in 1.0K trx, Difficulty: 22.0K, Forum posts/day: 96, Nodes: 3.5K, #bitcoin",,,#bitcoin,"31118876074835968",https://twitter.com/bitcoineconomy/status/31118876074835968
bitcoinpoet,2011-01-28 14:47,1,0,"What are Bitcoins Freedomain Radio: First let me say that Bitcoin has the potential to be a real gamech... http://bit.ly/ewluYV #bitcoin",,,#bitcoin,"31106004569554945",https://twitter.com/bitcoinpoet/status/31106004569554945
hackerkiba,2011-01-28 12:33,0,1,"@skealikiw I prefer a bit more modesty than that. #bitcoin",,@skealikiw,#bitcoin,"31072455816646656",https://twitter.com/hackerkiba/status/31072455816646656
qualiabyte,2011-01-28 07:52,0,0,"@Hex29A @brocktice Yeah, although *if* #bitcoin succeeds long term, it *is* a good investment early on: http://bitcoincharts.com/markets/",,@Hex29A @brocktice,#bitcoin,"31001709954207745",https://twitter.com/qualiabyte/status/31001709954207745
brocktice,2011-01-28 07:14,0,0,"@Hex29A #bitcoin is useful for free, instant payments anywhere in the world.",,@Hex29A,#bitcoin,"30992122735759360",https://twitter.com/brocktice/status/30992122735759360
Hex29A,2011-01-28 07:10,0,0,"Why would I start using #bitcoin ? I don't have a spare bit crunching mining machine. Benefits for a 'regular' user?",,,#bitcoin,"30991000264515585",https://twitter.com/Hex29A/status/30991000264515585
bitcoinpoet,2011-01-28 05:44,0,0,"web irc client | CokiTrends: Bitcoin is an open source, peer-to-peer electronic currency created by Sat... http://bit.ly/hPsIfR #bitcoin",,,#bitcoin,"30969486177730560",https://twitter.com/bitcoinpoet/status/30969486177730560
bitcoinpoet,2011-01-28 05:44,0,0,"Bitcoin - a new P2P virtual currency - Actuarial Outpost: Bitcoin - a new P2P virtual currency Non-Actu... http://bit.ly/foIXKK #bitcoin",,,#bitcoin,"30969484806201344",https://twitter.com/bitcoinpoet/status/30969484806201344
bitcoinpoet,2011-01-28 05:44,0,0,"Games & Toys | Bitcoin Bonus: Get a Bitcoin when you or a friend joins Second Life, When you or a frien... http://bit.ly/e1IvPh #bitcoin",,,#bitcoin,"30969483770208256",https://twitter.com/bitcoinpoet/status/30969483770208256
