username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
whatsmybitcoin,2014-02-17 16:58,0,1,"One Bitcoin is worth 280.27 USD. Visit Whats my Bitcoin for live updates! #bitcoin http:// dlvr.it/4y6pSL",,,#bitcoin,"435563955872727040",https://twitter.com/whatsmybitcoin/status/435563955872727040
BTCNewsTicker,2014-02-17 16:58,1,1,"#BitCoin Marketvalue http:// MtGox.com - Dollar Highest/Lowest 24h H: 411 $ L: 263.101 $ Last: Bid 277.98 $ Sell 277.4 $",,,#BitCoin,"435563950680604674",https://twitter.com/BTCNewsTicker/status/435563950680604674
Iguana_Trade,2014-02-17 16:58,0,1,"@needacoin #bitcoin hats http:// gettoknowbitcoin.com/shop/hat/bitco in-hat-flexfit-black/ …",,@needacoin,#bitcoin,"435563907923447808",https://twitter.com/Iguana_Trade/status/435563907923447808
hawks5999,2014-02-17 16:58,0,1,"@JamesGRickards #Gold move is good. Has hedged #Bitcoin pretty well. The reverse of last year.",,@JamesGRickards,#Gold #Bitcoin,"435563819541098497",https://twitter.com/hawks5999/status/435563819541098497
crypto_now,2014-02-17 16:57,0,1,"#Bitcoin LAST: 281 HIGH: 411 LOW : 263.101 AVG : 316.903 VOL : 50926 BID: 280 ASK: 280.995 http:// cur.lv/6id0y",,,#Bitcoin,"435563695985266688",https://twitter.com/crypto_now/status/435563695985266688
Bitcoin_Spain,2014-02-17 16:57,1,1,"First Bitcoin meetup in Ecuador a big success: http:// ift.tt/1j5XEIM #bitcoin #btc",,,#bitcoin #btc,"435563692139487232",https://twitter.com/Bitcoin_Spain/status/435563692139487232
jischinger,2014-02-17 16:57,0,1,"#bitcoin all over the place - differences almost 50% on some exchanges",,,#bitcoin,"435563660908314624",https://twitter.com/jischinger/status/435563660908314624
PanamaTicker,2014-02-17 16:57,2,1,"2014-02-17 18:57:11 Panamabitcoins ticker is 629.96 balboas #bitcoins #bitcoin #btc #panama",,,#bitcoins #bitcoin #btc #panama,"435563611554316289",https://twitter.com/PanamaTicker/status/435563611554316289
tdk_67,2014-02-17 16:56,0,0,"Sign Up For a Free Bitcoin Wallet @http:// Blockchain.info https:// blockchain.info/wallet #tweet4btc #bitcoin #1FZNEWwTBckSgoAyn4wy2h1XU4EGbN856d",,@http,#tweet4btc #bitcoin #1FZNEWwTBckSgoAyn4wy2h1XU4EGbN856d,"435563462714871808",https://twitter.com/tdk_67/status/435563462714871808
BTCNewsTicker,2014-02-17 16:56,1,1,"#BitCoin Marketvalue http:// MtGox.com - Euro Highest/Lowest 24h H: 298.99999 € L: 196.5 € Last: Bid 207.4 € Sell 207.4 €",,,#BitCoin,"435563455844999168",https://twitter.com/BTCNewsTicker/status/435563455844999168
