username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
bitcoin_world,2012-03-12 17:53,0,0,"#bitcoin Página española de Bitcoin http:// bit.ly/oaqAf8",,,#bitcoin,"179354447783264256",https://twitter.com/bitcoin_world/status/179354447783264256
toddbethell,2012-03-12 17:24,0,0,"I'm broadcasting " #bitcoin toddbethell lifestr" live on @Ustream . Come watch and chat! - http:// ustre.am/H0PN (4:24pm)",,@Ustream,#bitcoin,"179347269328453633",https://twitter.com/toddbethell/status/179347269328453633
betsofbitcoin,2012-03-12 17:20,0,0,"Bet: Julian Assange will be extradited to Sweden on or before May 10, 2012 http:// betsofbitco.in/item?id=316 #bitcoin",,,#bitcoin,"179346197721526272",https://twitter.com/betsofbitcoin/status/179346197721526272
bitcoin_trades,2012-03-12 17:17,0,0,"Get 1 BTC now for 5.14 LRUSD @5.14 LRUSD -- 13.03.12 00:00 #Bitcoin http:// dlvr.it/1JfCWN",,@5,#Bitcoin,"179345422102446080",https://twitter.com/bitcoin_trades/status/179345422102446080
BitCoinReporter,2012-03-12 17:05,0,0,"Has any work been done so far to make a BitCoin BitTorrent tracker yet? http:// bit.ly/zTO0Mx #bitcoin",,,#bitcoin,"179342295848595457",https://twitter.com/BitCoinReporter/status/179342295848595457
BitcoinWatch,2012-03-12 17:00,0,0,"Current BTC value: USD: 4.85/5.30, EUR: 3.71/4.03, GBP: 3.07/3.35, CHF: 4.53/5.01, SLL: 1301/1389 http:// bit.ly/Bitcoin #bitcoin",,,#bitcoin,"179341004044898306",https://twitter.com/BitcoinWatch/status/179341004044898306
bitcoin_trades,2012-03-12 16:08,0,0,"#Bitcoin Rates for BTC/LREUR: bid 3.82, ask 5.07, vol 2.92 -- 13.03.12 00:00 http:// dlvr.it/1Jdmty",,,#Bitcoin,"179328077837500416",https://twitter.com/bitcoin_trades/status/179328077837500416
bitcoin_trades,2012-03-12 16:08,0,0,"#Bitcoin #Namecoin Rates for BTC/NMC: bid 60.00, ask 0.00, vol 6.21 -- 13.03.12 00:00 http:// dlvr.it/1Jdmtg",,,#Bitcoin #Namecoin,"179328075249627137",https://twitter.com/bitcoin_trades/status/179328075249627137
bitcoin_trades,2012-03-12 16:08,0,0,"#Bitcoin Rates for BTC/LRUSD: bid 4.26, ask 5.15, vol 44.19 -- 13.03.12 00:00 http:// dlvr.it/1Jdmtb",,,#Bitcoin,"179328073517379585",https://twitter.com/bitcoin_trades/status/179328073517379585
BitCoinReporter,2012-03-12 16:05,0,0,"what people think of bitcoin users http:// bit.ly/xA7HY0 #bitcoin",,,#bitcoin,"179327199625756674",https://twitter.com/BitCoinReporter/status/179327199625756674
