username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
BTCNewsTicker,2013-11-29 16:59,0,0,"#BitCoin Marketvalue http:// MtGox.com H: 1242.00 $ L: 1050.00 $ Last: 1211.18 $",,,#BitCoin,"406573045432999936",https://twitter.com/BTCNewsTicker/status/406573045432999936
BsideBTC,2013-11-29 16:58,0,2,"@winklevoss imagine 2 uncork an excellent bottle of Italian Wine bought by #bitcoin ! :) 33% OFF >> https:// touchbside.com/bitcoin-black- friday/ … #Cheers & #CinCin",,@winklevoss,#bitcoin #Cheers #CinCin,"406572906928283648",https://twitter.com/BsideBTC/status/406572906928283648
OTBCNews,2013-11-29 16:58,0,0,"Show your support for #bitcoin by spending a few satoshis during #bitcoinblackfriday http://www. bitcoinblackfriday.com /",,,#bitcoin #bitcoinblackfriday,"406572838204608512",https://twitter.com/OTBCNews/status/406572838204608512
ikennyfallas,2013-11-29 16:58,0,0,"#EpicFail - Sujeto tiró a la basura disco duro con USD$8 millones en #bitcoin - http://www. fayerwayer.com/2013/11/sujeto -tiro-a-la-basura-disco-duro-con-usd8-millones-en-bitcoin/ …",,,#EpicFail #bitcoin,"406572787021541379",https://twitter.com/ikennyfallas/status/406572787021541379
pizzaindex,2013-11-29 16:57,0,0,"@bitpay that worked, thanks! Trying to buy some lollipops for #bitcoin from @Lollyphile but I am getting CloudFlare 524 error on checkout.",,@bitpay @Lollyphile,#bitcoin,"406572708197982208",https://twitter.com/pizzaindex/status/406572708197982208
shea_05,2013-11-29 16:57,0,0,"#bitcoin breaks $1000 CAD!! 500% growth in about a month, is it gonna crash back down??",,,#bitcoin,"406572625050091520",https://twitter.com/shea_05/status/406572625050091520
_chrisscarr,2013-11-29 16:57,0,0,"I just learned to use Bitcoin on https:// trybtc.com ! @trybtc #bitcoin",,@trybtc,#bitcoin,"406572594096136192",https://twitter.com/_chrisscarr/status/406572594096136192
LykiaGuide,2013-11-29 16:56,0,0,"Hat der #bitcoin eine Zukunft in #Europa #handelsblatt http://www. handelsblatt.com/finanzen/rohst offe-devisen/devisen/digitalwaehrung-bitcoin-ist-weiter-auf-rekordjagd/9145876.html …",,,#bitcoin #Europa #handelsblatt,"406572502773923840",https://twitter.com/LykiaGuide/status/406572502773923840
oneworldtweet,2013-11-29 16:56,0,0,"Tiny island looking to mint physical #Bitcoin http://www. forexlive.com/blog/2013/11/2 9/tiny-island-looking-to-mint-physical-bitcoin/ … $ BTC",,,#Bitcoin,"406572368627109888",https://twitter.com/oneworldtweet/status/406572368627109888
biffbiffbiff,2013-11-29 16:55,0,0,"@playouya , you all have any plans to accept #bitcoin for game purchases? I'd love to throw some cryptocurrency at you.",,@playouya,#bitcoin,"406572146421661696",https://twitter.com/biffbiffbiff/status/406572146421661696
