username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
BitcoinSE,2011-09-12 17:54,0,0,"Is there a way to set up proof-of-work systems so it would be even more useful? http:// twurl.nl/xgljn5 #bitcoin",,,#bitcoin,"113400207395397632",https://twitter.com/BitcoinSE/status/113400207395397632
bitcointrading,2011-09-12 17:50,0,0,"Re: BitCoins F/S PayPal only: Still selling? http:// bit.ly/ou1goH #bitcoin #trading",,,#bitcoin #trading,"113399051218726913",https://twitter.com/bitcointrading/status/113399051218726913
bitcointrading,2011-09-12 17:50,0,0,"Re: BTC for Paypal: Ill buy. Would you sell 3 though? http:// bit.ly/qpQRxh #bitcoin #trading",,,#bitcoin #trading,"113399048119140352",https://twitter.com/bitcointrading/status/113399048119140352
bitcoinsonebay,2011-09-12 17:30,0,0,"10 Bitcoin - BTC Digital Currency http:// goo.gl/fb/pMYNj #bitcoin",,,#bitcoin,"113394117521850368",https://twitter.com/bitcoinsonebay/status/113394117521850368
bitcoinsonebay,2011-09-12 17:30,0,0,"1 Bitcoin - 1 BTC - digital currency http:// goo.gl/fb/wlH0Y #bitcoin",,,#bitcoin,"113394115852517376",https://twitter.com/bitcoinsonebay/status/113394115852517376
BtcFortune,2011-09-12 17:30,0,0,"Sugar Professor bet 0.1 BTC won 0.18 BTC http:// goo.gl/v7ooq #bitcoin #lottery",,,#bitcoin #lottery,"113393963783815168",https://twitter.com/BtcFortune/status/113393963783815168
BitCoinReporter,2011-09-12 17:05,0,0,"Pt. Cox: CosbyCoin Exchange Services http:// bit.ly/pTcvNl #bitcoin",,,#bitcoin,"113387745644265472",https://twitter.com/BitCoinReporter/status/113387745644265472
vaaccess,2011-09-12 16:49,0,0,"#BitCoin forum hacked by donor http:// zite.to/qJs1Ic #databreach #datalossdb",,,#BitCoin #databreach #datalossdb,"113383794358235136",https://twitter.com/vaaccess/status/113383794358235136
c0k3in,2011-09-12 16:48,0,0,"Mooncoin is back online https:// moonco.in/exchange/solid coin … #bitcoin #solidcoin",,,#bitcoin #solidcoin,"113383521346797568",https://twitter.com/c0k3in/status/113383521346797568
bitcoinsonebay,2011-09-12 16:15,0,0,"NEW ATI RADEON 5970 2GB GDDR5 Video Card Bitcoin Ready http:// goo.gl/fb/QXj2J #bitcoin",,,#bitcoin,"113375212812255232",https://twitter.com/bitcoinsonebay/status/113375212812255232
