username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
sglahn,2011-06-20 17:59,0,0,"phishing mail flood to #bitcoin users after the hack and shutdown of Mt.Gox attached with "MtGox_client.exe" - do NOT open this file",,,#bitcoin,"82960892882464768",https://twitter.com/sglahn/status/82960892882464768
BitcoinHumor,2011-06-20 17:56,1,0,"@MtGox They see me rollin' http:// twitpic.com/5ehxsy #bitcoin",,@MtGox,#bitcoin,"82959956399239168",https://twitter.com/BitcoinHumor/status/82959956399239168
BitcoinAddict,2011-06-20 17:50,6,15,"You're already planning on telling your kids wild bedtime stories stories about #bitcoin one day.",,,#bitcoin,"82958448895070208",https://twitter.com/BitcoinAddict/status/82958448895070208
bittycoin,2011-06-20 17:47,0,0,"Overheard: I thought 'Mt Gox' meant 'Mount Gox', not 'Em-Tee Gox' #bitcoin",,,#bitcoin,"82957826137403393",https://twitter.com/bittycoin/status/82957826137403393
BitcoinUpdates,2011-06-20 17:46,0,0,"mtgox getting FBI involved in the hacking case http:// forum.bitcoin.org/index.php?topi c=20250.0 … #bitcoin",,,#bitcoin,"82957488449798144",https://twitter.com/BitcoinUpdates/status/82957488449798144
hivedigital,2011-06-20 17:45,0,0,"Entenda o que é e como funciona o BitCoin (Dinheiro Digital) >> http://ow.ly/5mlrN #Tech #BitCoin",,,#Tech #BitCoin,"82957363983818752",https://twitter.com/hivedigital/status/82957363983818752
Beautyon_,2011-06-20 17:40,0,0,"@JBoorstin Q: Can #BItcoin go mainstream? A: Can MSM tell the truth, get the story straight, stop spreading disinfo? http:// irdial.com/blogdial/?p=30 86 …",,@JBoorstin,#BItcoin,"82955941569495040",https://twitter.com/Beautyon_/status/82955941569495040
BitcoinHumor,2011-06-20 17:37,1,0,"#MtGox controlled demolition = #LULZ https:// twitpic.com/5ehru4 #bitcoin",,,#MtGox #LULZ #bitcoin,"82955261463109633",https://twitter.com/BitcoinHumor/status/82955261463109633
bitcoinpoet,2011-06-20 17:28,0,0,"CNBC covers Bitcoin: post edited in media 4 mins ago by Stephen Gornick http://bit.ly/kKMX5x #bitcoin",,,#bitcoin,"82952923537088512",https://twitter.com/bitcoinpoet/status/82952923537088512
mcmurrak,2011-06-20 17:24,0,0,"@brianmsf It's a little premature to declare the "collapse" of #bitcoin ... but your facetious tweet was still funny!",,@brianmsf,#bitcoin,"82951904325419008",https://twitter.com/mcmurrak/status/82951904325419008
