username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
PatrickSeabird,2011-05-27 17:51,0,0,"#Bitcoin und #Rheingold im Vergleich: http://bit.ly/lAYjIc #Komplementärwährung #Wirtschaft #Krise #Zukunft #Geld #Regiogeld #Euro #Dollar",,,#Bitcoin #Rheingold #Komplement #Wirtschaft #Krise #Zukunft #Geld #Regiogeld #Euro #Dollar,"74261517113110528",https://twitter.com/PatrickSeabird/status/74261517113110528
hackerkiba,2011-05-27 17:48,0,0,"@raypodder #bitcoin is a scarce commodity?",,@raypodder,#bitcoin,"74260717519384576",https://twitter.com/hackerkiba/status/74260717519384576
raypodder,2011-05-27 17:47,0,0,"What does the #bitcoin genie getting out of the bottle mean for scarcity based global economic systems? http://is.gd/OaoHxj",,,#bitcoin,"74260478699913216",https://twitter.com/raypodder/status/74260478699913216
stabaho,2011-05-27 17:31,0,0,"How Governments Distort the Value of Money With or Without a Gold Standard #bitcoin http://j.mp/jgM6wF",,,#bitcoin,"74256497353306112",https://twitter.com/stabaho/status/74256497353306112
raypodder,2011-05-27 17:19,0,0,"Did local currency thinking like this http://is.gd/DM5wN1 help usher in #bitcoin ? http://is.gd/DDBgD0",,,#bitcoin,"74253402334429184",https://twitter.com/raypodder/status/74253402334429184
morganbarke,2011-05-27 17:10,0,0,"Finally got my #bitcoin rig up and running. Its doing 600MHs. Will be overclocking it tomorrow. :)",,,#bitcoin,"74251172512415744",https://twitter.com/morganbarke/status/74251172512415744
www40,2011-05-27 17:03,0,0,"Ja #CPU natürlich! #bitcoin",,,#CPU #bitcoin,"74249514231398400",https://twitter.com/www40/status/74249514231398400
www40,2011-05-27 17:03,0,0,"900 khash/s auf meinem #MBP . Da geht noch was! #bitcoin",,,#MBP #bitcoin,"74249341975543808",https://twitter.com/www40/status/74249341975543808
BitcoinWatch,2011-05-27 17:00,0,0,"#bitcoin exchange rate: USD: 8.98/11.15, EUR: 6.18/7.65, GBP: 5.33/6.75, CHF: 7.83/9.59, SLL: 2366/2888 http://bit.ly/Bitcoin",,,#bitcoin,"74248581112004608",https://twitter.com/BitcoinWatch/status/74248581112004608
epiloic,2011-05-27 16:55,0,0,"@ploum Is the cryptocurrency #bitcoin a good idea? http://b.qr.ae/k30uf4",,@ploum,#bitcoin,"74247375069249536",https://twitter.com/epiloic/status/74247375069249536
