username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
bitcoinsonebay,2012-08-11 17:49,0,0,"1 OZ .999 PURE COPPER BULLION ROUND *** BITCOIN DIGITAL*** + FREE SILVER GIFT http:// goo.gl/fb/iAL5q #bitcoin",,,#bitcoin,"234436404250292224",https://twitter.com/bitcoinsonebay/status/234436404250292224
bitcoinsonebay,2012-08-11 17:49,0,0,"5 BTC Bitcoin ~Free Delivery http:// goo.gl/fb/RhN6E #bitcoin",,,#bitcoin,"234436402790674432",https://twitter.com/bitcoinsonebay/status/234436402790674432
W_T_C_R,2012-08-11 17:44,0,0,"Windows 7 Professional 64bit Full Version OEM DVD http:// bit.ly/xkr1rW #btc #buy #microsoft #windows with #bitcoin",,,#btc #buy #microsoft #windows #bitcoin,"234435153915686914",https://twitter.com/W_T_C_R/status/234435153915686914
AllBitCoinPools,2012-08-11 17:42,0,0,"PolMine: Odp: Chłodzenie wodne na 5x hd5870 http:// bit.ly/R26Mne #bitcoin #mining",,,#bitcoin #mining,"234434686267559936",https://twitter.com/AllBitCoinPools/status/234434686267559936
BTCtweetzer,2012-08-11 17:40,0,0,"Hilariously bad scam site http:// q.gs/1dpOs #bitcoin",,,#bitcoin,"234434051728101378",https://twitter.com/BTCtweetzer/status/234434051728101378
bitcoininfo,2012-08-11 17:38,0,0,"Something I just did that worked heh http:// ur1.ca/9xp04 #bitcoin",,,#bitcoin,"234433540773801984",https://twitter.com/bitcoininfo/status/234433540773801984
W_T_C_R,2012-08-11 17:19,0,0,"AMD 3.4GHz AM3+ CPU HDZ965FBGMBOX Phenom II X4 965 http:// bit.ly/GE8V0m #buy #AMD #AM3 #CPU with #bitcoin #btc",,,#buy #AMD #AM3 #CPU #bitcoin #btc,"234428861188820992",https://twitter.com/W_T_C_R/status/234428861188820992
KJ6CCZ,2012-08-11 17:15,0,0,"@Tuxavant @jimcramer well I certainly own some #bitcoin , but I don't think I'm the one the world wants an answer from ;-)",,@Tuxavant @jimcramer,#bitcoin,"234427755255709699",https://twitter.com/KJ6CCZ/status/234427755255709699
MPEx1,2012-08-11 17:05,0,0,"42`601 S.MPOE @0.00034666BTC = 14.76806266BTC (= 169.54 USD). #trade #bitcoin #btc #stocks",,@0,#trade #bitcoin #btc #stocks,"234425459914444800",https://twitter.com/MPEx1/status/234425459914444800
MPEx1,2012-08-11 17:05,0,0,"799 S.MPOE @0.00034655BTC = 0.27689345BTC (= 3.18 USD). #trade #bitcoin #btc #stocks",,@0,#trade #bitcoin #btc #stocks,"234425457062318083",https://twitter.com/MPEx1/status/234425457062318083
