username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
cryptocomp,2014-05-10 17:59,0,0,"CC10: 631.8 CC10x: 442.1 Top 5: #Bitshares -PTS #Bitcoin #Litecoin #Namecoin #Peercoin http:// cryptocomp.com pic.twitter.com/MBpIeTK0s4",,,#Bitshares #Bitcoin #Litecoin #Namecoin #Peercoin,"465279947297529857",https://twitter.com/cryptocomp/status/465279947297529857
coinwebhost,2014-05-10 17:59,0,0,"The phenomena of #Bitcoin http://www. coinwebhost.com/bitcoin-econom y/79-bitcoin-will-revolutionize-the-world-and-commerce …",,,#Bitcoin,"465279929827872769",https://twitter.com/coinwebhost/status/465279929827872769
bitcoindunyasi,2014-05-10 17:59,0,0,"1 #bitcoin 938.1 TL, 444.89 $, 273.99833 GBP, 16217.65285 RUR, 2778 CNH #Bitcoin #btc http:// bitcoindunyasi.com",,,#bitcoin #Bitcoin #btc,"465279918465880064",https://twitter.com/bitcoindunyasi/status/465279918465880064
bitcoindunyasi,2014-05-10 17:59,0,0,"BTCTurk 938.1 TL Koinim 948.98 TL CampBx 451.07 $ BTCe 444.89 $ BitStamp 457.00 $ SCounter 12382.2593 #Bitcoin #btc http:// bitcoindunyasi.com",,,#Bitcoin #btc,"465279918394572800",https://twitter.com/bitcoindunyasi/status/465279918394572800
bitcoinmatin,2014-05-10 17:59,0,0,"#Scoop #Bitcoin : L’ETF Bitcoin des frères Winklevoss sur le NASDAQ ? http:// bit.ly/1jenI1c",,,#Scoop #Bitcoin,"465279904977014784",https://twitter.com/bitcoinmatin/status/465279904977014784
HatsOffLoL,2014-05-10 17:58,0,1,"Great site for free btc, at least .00001 btc per ad or video view, no limit, no captcha #bitcoin #freebitcoin http:// bitbillions.com/?refid=1FNjPnL XsvriGCxNbUjr3uASjtLsd1y1bx …",,,#bitcoin #freebitcoin,"465279806998077440",https://twitter.com/HatsOffLoL/status/465279806998077440
Emerge_Mag,2014-05-10 17:58,2,1,"Stay tuned - we’ve got more great stories to publish over the next few weeks! #shoppingapps #wearabletech #geekchic #bitcoin #comingsoon",,,#shoppingapps #wearabletech #geekchic #bitcoin #comingsoon,"465279765449293824",https://twitter.com/Emerge_Mag/status/465279765449293824
Jacob_Wyatt7Net,2014-05-10 17:57,0,0,"Hidden wiki and Deep Web Listing. Trusted dark net index. #bitcoin #SilkRoad #tor #security #deepweb http:// fbl.me/deepweb",,,#bitcoin #SilkRoad #tor #security #deepweb,"465279613946445824",https://twitter.com/Jacob_Wyatt7Net/status/465279613946445824
chriscannella90,2014-05-10 17:56,0,0,"" @Forbes : SEC warns investors to beware of Bitcoin: http:// onforb.es/1iyTo1r " This government is scared of the power of #Bitcoin",,@Forbes,#Bitcoin,"465279321821548544",https://twitter.com/chriscannella90/status/465279321821548544
blockchainbot,2014-05-10 17:56,0,0,"New #bitcoin block 0000000000000000468b22ff12dd2824e2a6a494aabfba85e0a225f8ef03e68a mined at height 300135.",,,#bitcoin,"465279218033496066",https://twitter.com/blockchainbot/status/465279218033496066
