username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
scryptsy,2015-08-23 17:59,2,0,"#bitcoin #btc Gulf Markets Melting Down: Saudi Arabia Plunges 7%, Dubai Sold: Following the… http:// goo.gl/fb/rtWK38",,,#bitcoin #btc,"635602269942091776",https://twitter.com/scryptsy/status/635602269942091776
Thefedendsnow,2015-08-23 17:58,0,1,"#HongKong Knows to #invest #trade #crowdfund #bitcoin #growthhacker #startcoin http:// ift.tt/1KMazNR http:// ift.tt/1OeFsvp",,,#HongKong #invest #trade #crowdfund #bitcoin #growthhacker #startcoin,"635602040446709760",https://twitter.com/Thefedendsnow/status/635602040446709760
Thefedendsnow,2015-08-23 17:58,0,1,"#Paris Knows to #invest #trade #crowdfund #bitcoin #growthhacker #startcoin http:// ift.tt/1KMazNR http:// ift.tt/1OeFsvp",,,#Paris #invest #trade #crowdfund #bitcoin #growthhacker #startcoin,"635602014379110400",https://twitter.com/Thefedendsnow/status/635602014379110400
bitcoinsforsale,2015-08-23 17:58,0,0,"Bitmain Antminer S3+ Bitcoin ASIC 455 GH/s - Used http:// ift.tt/1h7bqhS #bitcoin pic.twitter.com/91rIrQkQRg",,,#bitcoin,"635602007085203456",https://twitter.com/bitcoinsforsale/status/635602007085203456
btcticka,2015-08-23 17:58,0,0,"KRK 228.13 ANX 227.97 BTDe 204.69 ITB 228.98 LOC 268.56 ROCK 226.65 BTCe 6.8 HitB 234.64 #Bitcoin USD $",,,#Bitcoin,"635601929414905856",https://twitter.com/btcticka/status/635601929414905856
socialmediamond,2015-08-23 17:57,0,0,"RT StealthCoin: #cryptocurrencies need to be #socialmedia savvy, highly recommend Jab, Jab, Jab, Right Hook by garyvee #xst #bitcoin …",,,#cryptocurrencies #socialmedia #xst #bitcoin,"635601763702173696",https://twitter.com/socialmediamond/status/635601763702173696
CoinfeedIO,2015-08-23 17:56,0,0,"#Bitcoin in the Headlines: Fork-load of Drama http:// tinyurl.com/q8mxhpf",,,#Bitcoin,"635601414312562688",https://twitter.com/CoinfeedIO/status/635601414312562688
pantera635307,2015-08-23 17:55,0,0,"My robot has 720 hp left! I've earned a total of 2,282,864 free satoshis from http://www. robotcoingame.com/?id=127Lx3PbXE dNGiAm2sibSKTexhqeQ8MQvZ … #robotcoingame #Bitcoin #FreeBitcoin",,,#robotcoingame #Bitcoin #FreeBitcoin,"635601254664798208",https://twitter.com/pantera635307/status/635601254664798208
coinok,2015-08-23 17:55,3,0,"http:// coinok.pw Part of the Dogecoin Community. #doge #dogecoin #btc #bitcoin #ltc #altcoin",,,#doge #dogecoin #btc #bitcoin #ltc #altcoin,"635601169306398720",https://twitter.com/coinok/status/635601169306398720
CoinfeedIO,2015-08-23 17:55,0,0,"itBit: Bankchain Project Based on Distributed Ledger, Not #Bitcoin - NEWSBTC http:// tinyurl.com/ndbnnum pic.twitter.com/7L3vF1YQ5i",,,#Bitcoin,"635601162633396228",https://twitter.com/CoinfeedIO/status/635601162633396228
