username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
W_T_C_R,2012-03-27 17:58,0,0,"Western Digitial WD15EARS 1.5TB SATA II http:// bit.ly/wIIc2D #btc #buy #westerndigital #hdd with #bitcoin",,,#btc #buy #westerndigital #hdd #bitcoin,"184791446946193408",https://twitter.com/W_T_C_R/status/184791446946193408
bitcointrading,2012-03-27 17:52,0,0,"cheapest place to buy Amlodipine online, Get Order Fast: Amlodipine is used to treat hypertens... http:// bit.ly/Hd57F2 #bitcoin #trading",,,#bitcoin #trading,"184790119977463808",https://twitter.com/bitcointrading/status/184790119977463808
bitcoinmafia,2012-03-27 17:52,0,0,"3x .925 SILVER GREAT BRITAIN 3 PENCE COINS: I'm sending you these 3 Silver Great Britain Three... http:// bit.ly/pHLIku #bitcoin #trading",,,#bitcoin #trading,"184789956819025920",https://twitter.com/bitcoinmafia/status/184789956819025920
W_T_C_R,2012-03-27 17:51,0,0,"Belkin F7D6301 Wireless N300 4 Port Router http:// bit.ly/GEKm0C #buy #belkin #wireless #router w/ #bitcoin #btc",,,#buy #belkin #wireless #router #bitcoin #btc,"184789683476250624",https://twitter.com/W_T_C_R/status/184789683476250624
toddbethell,2012-03-27 17:46,0,0,"I'm broadcasting " #bitcoin toddbethell lifestr" live on @Ustream . Come watch and chat! - http:// ustre.am/H0PN (4:46pm)",,@Ustream,#bitcoin,"184788473776050177",https://twitter.com/toddbethell/status/184788473776050177
bitcoinmafia,2012-03-27 17:43,0,0,"Donate bitcoins to charities! http:// bitcoin-charity.com : I really wanted to do something philanthrop... http:// bit.ly/tW7CHR #bitcoin #trading",,,#bitcoin #trading,"184787689965490177",https://twitter.com/bitcoinmafia/status/184787689965490177
W_T_C_R,2012-03-27 17:43,0,0,"Kingston KHX1600C9D3K2/8GX 8GB KIT http:// bit.ly/GCr3rL #buy #kingston #ddr3 #ram #memory #8gb #kit w/ #bitcoin #btc",,,#buy #kingston #ddr3 #ram #memory #8gb #kit #bitcoin #btc,"184787668440317953",https://twitter.com/W_T_C_R/status/184787668440317953
W_T_C_R,2012-03-27 17:35,0,0,"EVGA GeForce GTX 560 1GB GDDR5 http:// bit.ly/zmJ15F #btc #buy #nvidia #geforce with #bitcoin",,,#btc #buy #nvidia #geforce #bitcoin,"184785653198888960",https://twitter.com/W_T_C_R/status/184785653198888960
bitcoinmafia,2012-03-27 17:33,0,0,"MINECRAFT ACCOUNTS FOR ONLY 1 BTC EACH!: Subject says it all folks http:// bit.ly/pfLsu2 #bitcoin #trading #minecraft 1 #btc",,,#bitcoin #trading #minecraft #btc,"184785171826999296",https://twitter.com/bitcoinmafia/status/184785171826999296
bitcoin_world,2012-03-27 17:29,0,0,"#bitcoin Foro español de Bitcoin http:// bit.ly/narp3e",,,#bitcoin,"184784147267588096",https://twitter.com/bitcoin_world/status/184784147267588096
