username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
BitcoinViews,2015-02-04 16:59,1,0,"#bitcoin #btc New Post - Austria Gets 600 merchants Selling Bitcoin Overnight - http:// bit.ly/1C0ZYu4",,,#bitcoin #btc,"563124765313880064",https://twitter.com/BitcoinViews/status/563124765313880064
cointellecten,2015-02-04 16:59,0,1,"Cointellect Register Code 30043235 https:// cointellect.com/?code=30043235 &dKk … #cointellect #bitcoin #coin",,,#cointellect #bitcoin #coin,"563124633411784705",https://twitter.com/cointellecten/status/563124633411784705
ListInEurope,2015-02-04 16:58,0,1,"#Bitcoin Bloomberg's Matt Miller on Dark Wallet: "Some people believe every move you make shouldn't be able to... http:// bit.ly/1xkIdRt",,,#Bitcoin,"563124568672309249",https://twitter.com/ListInEurope/status/563124568672309249
cointellecten,2015-02-04 16:58,0,0,"Accelerate your earnings.Mining Done Right. Best Coin Mining System https:// cointellect.com/?code=30043235 &SAid … #cointellect #bitcoin #coin",,,#cointellect #bitcoin #coin,"563124566751731713",https://twitter.com/cointellecten/status/563124566751731713
Bitcoin_Latest,2015-02-04 16:58,0,1,"Bloomberg's Matt Miller on Dark Wallet: "Some people believe every move you make shouldn't be able to... http:// cur.lv/ilz7p #bitcoin",,,#bitcoin,"563124559587454976",https://twitter.com/Bitcoin_Latest/status/563124559587454976
DocMobGo,2015-02-04 16:58,2,2,"DiceCoin is a modern online game using #Bitcoin , #Dogecoin and #Litecoin cryptocurrencies. https:// dicecoin.io/?ref=NLROgC lihu",,,#Bitcoin #Dogecoin #Litecoin,"563124516323594240",https://twitter.com/DocMobGo/status/563124516323594240
cointellecten,2015-02-04 16:58,0,1,"Accelerate your earnings Best Coin Mining System https:// cointellect.com/?code=30043235 &c00kQ … #cointellect #bitcoin #coin",,,#cointellect #bitcoin #coin,"563124495620517888",https://twitter.com/cointellecten/status/563124495620517888
DocMobGo,2015-02-04 16:58,2,1,"DiceCoin is a modern online game using #Bitcoin , #Dogecoin and #Litecoin cryptocurrencies. https:// dicecoin.io/?ref=NLROgC gfuy",,,#Bitcoin #Dogecoin #Litecoin,"563124482597199873",https://twitter.com/DocMobGo/status/563124482597199873
BetcoinAG,2015-02-04 16:58,2,2,"IMPORTANT: Change Affiliate Link To Betcoin.ag For Proper Tracking - Please see https://www. betcoin.ag/important-chan ge-affiliate-link-betcoinag-proper-tracking … #bitcoin pic.twitter.com/5vQjywBCDR",,,#bitcoin,"563124471260008448",https://twitter.com/BetcoinAG/status/563124471260008448
cointellecten,2015-02-04 16:58,1,2,"Best Coin Mining System https:// cointellect.com/?code=30043235 &E2sB … #cointellect #bitcoin #coin",,,#cointellect #bitcoin #coin,"563124429119844354",https://twitter.com/cointellecten/status/563124429119844354
