username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
TheEndOfMoney,2015-07-16 17:59,3,1,"Article w/ @lifeonbitcoin @TomerKantor @Bitcoinfilm 6 Documentaries That Take You Into The Bizarre World Of #Bitcoin http:// elitedaily.com/news/technolog y/digital-currencies/1094282/ …",,@lifeonbitcoin @TomerKantor @Bitcoinfilm,#Bitcoin,"621831639216160768",https://twitter.com/TheEndOfMoney/status/621831639216160768
JULIANDEM,2015-07-16 17:59,0,0,"I attacked Robot-lvl 8, and I've earned a total of 428 ,500 free satoshis! http://www. robotcoingame.com/?id=1AYL2rsJoc qF6seqjyPkLQYBwvVjigka9Y … #robotcoingame #Bitcoin #FreeBitcoin",,,#robotcoingame #Bitcoin #FreeBitcoin,"621831593536176128",https://twitter.com/JULIANDEM/status/621831593536176128
StartupLansing,2015-07-16 17:59,0,0,"Is there a chance another currency could come along and replace #Bitcoin ? A: possible but not likely @MatthewRoszak #startupgrind @sglansing",,@MatthewRoszak @sglansing,#Bitcoin #startupgrind,"621831515257896960",https://twitter.com/StartupLansing/status/621831515257896960
CoinfeedIO,2015-07-16 17:59,0,0,"Social Media Plays Pivotal Role in #Bitcoin Media Consumption - http:// Bitcoinist.net http:// tinyurl.com/ogc4mb8",,,#Bitcoin,"621831430813958144",https://twitter.com/CoinfeedIO/status/621831430813958144
zverugan4ik,2015-07-16 17:58,0,0,"mhjm http://www. robotcoingame.com/?id=3C91BSYCSP r9BxZTi1x33BEvmA6EBzUqrA … #robotcoingame #Bitcoin #FreeBitcoin",,,#robotcoingame #Bitcoin #FreeBitcoin,"621831412698607617",https://twitter.com/zverugan4ik/status/621831412698607617
GHashing,2015-07-16 17:58,4,1,"#Bitstashers Etched Metal BIP38 Cold Storage Wallets Are Here! https:// forum.gethashing.com/t/bitstashers- etched-metal-crypto-wallets-are-here/4757 … #bitcoin #litecoin #altcoins",,,#Bitstashers #bitcoin #litecoin #altcoins,"621831366892781568",https://twitter.com/GHashing/status/621831366892781568
bitcoinagile,2015-07-16 17:58,1,0,"Greek #bitcoin Community Spreads the Word Amidst Violence | Cryptocurrency Website #bAgile #Litecoin http:// bit.ly/1RCsnl9",,,#bitcoin #bAgile #Litecoin,"621831351264608256",https://twitter.com/bitcoinagile/status/621831351264608256
iCryptocurrency,2015-07-16 17:58,0,0,"#Cryptocurrency News: Greek Bitcoin Community Spreads the Word Amidst Violence - http:// cryptocurrency.website/greek-bitcoin- community-spreads-the-word-amidst-violence/ … #News #Bitcoin",,,#Cryptocurrency #News #Bitcoin,"621831326098976771",https://twitter.com/iCryptocurrency/status/621831326098976771
haq4good,2015-07-16 17:58,1,0,"@BitcoinBelle @maraoz Block chain =/= PKI, but some folks are confused, and some folks want it for ID: #bitcoin https:// docs.google.com/presentation/d /19iODrgKsVigsA17csNF3HU75UG9eiI5Z6cX2OczvIsw/pub?slide=id.p …",,@BitcoinBelle @maraoz,#bitcoin,"621831236089085952",https://twitter.com/haq4good/status/621831236089085952
StartupLansing,2015-07-16 17:57,1,0,"Are there competing crypto currencies against #bitcoin ? A: Yes, but #Bitcoin has the greatest market share @MatthewRoszak @sglansing",,@MatthewRoszak @sglansing,#bitcoin #Bitcoin,"621831052777160704",https://twitter.com/StartupLansing/status/621831052777160704
