username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
BlockChannel,2016-08-01 17:59,0,0,"BCN News: themerklenews: RT jdebunt: Brave Bitcoin Browser Secures Funding And Announces September Launch http:// ift.tt/2ap9wpA #bitcoin …",,,#bitcoin,"760263807876882432",https://twitter.com/BlockChannel/status/760263807876882432
mamoru_io,2016-08-01 17:59,0,0,""Ang Wings Bilang Isang Tagapanguna sa DAO" in wings-nfilipino http:// ift.tt/2avpwYo #blockchain #medium #bitcoin",,,#blockchain #medium #bitcoin,"760263776650334208",https://twitter.com/mamoru_io/status/760263776650334208
Bitcoin_Spain,2016-08-01 17:59,0,0,"BTC Price: http:// ift.tt/2aq3zyO #bitcoin #btc",,,#bitcoin #btc,"760263727279116294",https://twitter.com/Bitcoin_Spain/status/760263727279116294
CryptoJauregui,2016-08-01 17:59,0,0,"http:// ift.tt/2aq3zyO BTC Price #Bitcoin #Blockchain",,,#Bitcoin #Blockchain,"760263717963563012",https://twitter.com/CryptoJauregui/status/760263717963563012
bitcoinpoet,2016-08-01 17:59,2,0,"600!: Gregonomics in action. submitted by /u/MeTheImaginaryWizard [link] [comments] http:// btcs.me/2agU7I9 #bitcoin",,,#bitcoin,"760263624501800960",https://twitter.com/bitcoinpoet/status/760263624501800960
spainbitcoin,2016-08-01 17:58,0,0,"Precio de la criptomoneda Dash alcanza los 10 dólares y mantiene ritmo alcista http:// ift.tt/2aKNXoN #blockchain #bitcoin",,,#blockchain #bitcoin,"760263407115337729",https://twitter.com/spainbitcoin/status/760263407115337729
EinHeri87,2016-08-01 17:58,0,0,"What Does Jewish Traditional Law Think of #Bitcoin ? https:// news.bitcoin.com/jewish-traditi on-law-bitcoin/?utm_source=twitter&utm_medium=social&utm_campaign=SocialWarfare … vía @southtopia",,@southtopia,#Bitcoin,"760263395484504068",https://twitter.com/EinHeri87/status/760263395484504068
CashClamber,2016-08-01 17:58,1,0,"muttley has won 0.005 bitcoins #Bitcoin #Play #Games",,,#Bitcoin #Play #Games,"760263365990158337",https://twitter.com/CashClamber/status/760263365990158337
CashClamber,2016-08-01 17:58,0,0,"We've changed our business model! Want to help us give away #bitcoin to our users? Get in touch today! http:// cashclamber.com/CashClamber/De fault/Translator.php?page=Main.html?subpage=/Pages/Game/Streaker/Streaker.html?app=def … #like2",,,#bitcoin #like2,"760263361774903296",https://twitter.com/CashClamber/status/760263361774903296
alt_bit_coins,2016-08-01 17:57,0,0,"LEOcoin, an Entrepreneur’s Alternative for #bitcoin Moves to Proof of Stake ⋆ Forex, Shares, Equities, CFD's News https://www. ukinvestornetwork.com/leocoin-an-ent repreneurs-alternative-for-bitcoin-moves-to-proof-of-stake …",,,#bitcoin,"760263309056733185",https://twitter.com/alt_bit_coins/status/760263309056733185
