username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
bitcoinpoet,2011-10-30 17:38,0,0,"Group seeks global currency to replace each nation's financial system: http:// bitcoin.org / Also under c... http:// bit.ly/scCoT7 #bitcoin",,,#bitcoin,"130790625405710336",https://twitter.com/bitcoinpoet/status/130790625405710336
bitcoinpoet,2011-10-30 17:38,1,0,"Bitcoin miner Trojan arrives for Mac OS X: Bitcoin is a digital currency that can be exchanged with 're... http:// bit.ly/tfGNdC #bitcoin",,,#bitcoin,"130790623581192192",https://twitter.com/bitcoinpoet/status/130790623581192192
bitcoinpoet,2011-10-30 17:38,0,0,"The Bitcoin Report: Bitcoin top 100 'Rich List' 29th October 2011 ...: The Bitcoin Report. A regular re... http:// bit.ly/rLCvVT #bitcoin",,,#bitcoin,"130790621983158272",https://twitter.com/bitcoinpoet/status/130790621983158272
bitcointrading,2011-10-30 17:20,0,0,"http:// BitEgg.net http:// bit.ly/sBm8Qc #bitcoin #trading",,,#bitcoin #trading,"130786244211908608",https://twitter.com/bitcointrading/status/130786244211908608
AnonNewsINT,2011-10-30 17:08,1,0,"RT @BitCoinReporter : Bitcoin miner Trojan arrives for Mac OS X - iTWire http:// bit.ly/vCw3Wk #bitcoin",,@BitCoinReporter,#bitcoin,"130783195468795904",https://twitter.com/AnonNewsINT/status/130783195468795904
BitCoinReporter,2011-10-30 17:05,0,0,"Bitcoin miner Trojan arrives for Mac OS X - iTWire http:// bit.ly/vCw3Wk #bitcoin",,,#bitcoin,"130782345996402689",https://twitter.com/BitCoinReporter/status/130782345996402689
bitcoin_world,2011-10-30 16:37,0,0,"@SimonDixonTwitt #bitcoin ¿Qué es bitcoin? http:// bit.ly/oaqAf8",,@SimonDixonTwitt,#bitcoin,"130775484895207424",https://twitter.com/bitcoin_world/status/130775484895207424
SimonDixonTwitt,2011-10-30 16:37,0,0,"@bitcoin_world Will you be at the #bitcoin conference in Prague. Will be presenting on #monetaryreform",,@bitcoin_world,#bitcoin #monetaryreform,"130775290698936320",https://twitter.com/SimonDixonTwitt/status/130775290698936320
mndell,2011-10-30 16:10,0,0,"Foutje zorgt voor digitale geldvernietiging RT @BitCoinReporter : 2609 BTC destroyed by an invalid transaction http:// bit.ly/sKn4fg #bitcoin",,@BitCoinReporter,#bitcoin,"130768511088869378",https://twitter.com/mndell/status/130768511088869378
bitcoin_world,2011-10-30 16:06,0,0,"#bitcoin Foro español de Bitcoin http:// bit.ly/narp3e",,,#bitcoin,"130767594646020096",https://twitter.com/bitcoin_world/status/130767594646020096
