username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
BitcoinGem,2013-02-18 16:55,0,0,"The bitcoin gem is worth 0.98 bitcoins http://www. bitcoingem.com / #bitcoin",,,#bitcoin,"303654029697888258",https://twitter.com/BitcoinGem/status/303654029697888258
SatoshiDICE,2013-02-18 16:55,0,0,"1Lac4wp3 just won 16.701 Bitcoins at http:// SatoshiDice.com ! #winning #casino #gambling #bitcoin",,,#winning #casino #gambling #bitcoin,"303653912236400640",https://twitter.com/SatoshiDICE/status/303653912236400640
SatoshiNumbers,2013-02-18 16:53,0,0,"Block #221915 ( da9864816c ) Found! :) Secret Token Hash is cf8cb283ab ... 181d85718e #bitcoin #satoshi #numbers",,,#221915 #bitcoin #satoshi #numbers,"303653534241521664",https://twitter.com/SatoshiNumbers/status/303653534241521664
ollie_lucas,2013-02-18 16:49,0,0,"Sign Up For a Free Bitcoin Wallet @http:// Blockchain.info https:// blockchain.info/wallet #tweet4btc #bitcoin #1KhcPSPzPX3WoPiCvSigpN68h7t4x5mHUy",,@http,#tweet4btc #bitcoin #1KhcPSPzPX3WoPiCvSigpN68h7t4x5mHUy,"303652583791288320",https://twitter.com/ollie_lucas/status/303652583791288320
AngelosPanos,2013-02-18 16:44,0,0,"Sign Up For a Free Bitcoin Wallet @http:// Blockchain.info https:// blockchain.info/wallet #tweet4btc #bitcoin #13ZCqhVuvGL5RqF8WhUdiSFKDScZLZ7Jcz",,@http,#tweet4btc #bitcoin #13ZCqhVuvGL5RqF8WhUdiSFKDScZLZ7Jcz,"303651253429362689",https://twitter.com/AngelosPanos/status/303651253429362689
abueesp,2013-02-18 16:42,0,0,"@BitcoinOz http:// blockchain.info/es/charts/n-tr ansactions-excluding-popular … #Bitcoin",,@BitcoinOz,#Bitcoin,"303650822938562562",https://twitter.com/abueesp/status/303650822938562562
MPEx1,2013-02-18 16:41,0,0,"1`441 S.MPOE @0.00066492BTC = 0.95814972BTC. 9 #trade #bitcoin #btc #stocks",,@0,#trade #bitcoin #btc #stocks,"303650361263149056",https://twitter.com/MPEx1/status/303650361263149056
nebbo33,2013-02-18 16:39,0,0,"Sign Up For a Free Bitcoin Wallet @http:// Blockchain.info https:// blockchain.info/wallet #tweet4btc #bitcoin #19X4qYXQ9HEjLFrCvKffVxQym8cQM7WzbY",,@http,#tweet4btc #bitcoin #19X4qYXQ9HEjLFrCvKffVxQym8cQM7WzbY,"303649891442360320",https://twitter.com/nebbo33/status/303649891442360320
MPEx1,2013-02-18 16:38,0,0,"3`801 S.MPOE @0.00067682BTC = 2.57259282BTC. 54 #trade #bitcoin #btc #stocks",,@0,#trade #bitcoin #btc #stocks,"303649643257004033",https://twitter.com/MPEx1/status/303649643257004033
dailydot,2013-02-18 16:37,3,1,". @KimDotCom 's Mega now accepts #bitcoin , because of course: http:// dly.do/ZblxEk",,@KimDotCom,#bitcoin,"303649437497044992",https://twitter.com/dailydot/status/303649437497044992
