username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
mostafa_hayboza,2016-04-22 17:59,0,0,"My monster has 74 hp left! I've earned a total of 37,200 satoshi http://www. monstercoingame.com/?id=6146985 #monstercoingame #Bitcoin",,,#monstercoingame #Bitcoin,"723662618859286528",https://twitter.com/mostafa_hayboza/status/723662618859286528
_digit_,2016-04-22 17:59,1,1,"The next #cryptsy ? Hearing reports #Yobit is blocking deposits of users who withdrew & staked #YOVI #altcoin #bitcoin #scam #YobitExchange",,,#cryptsy #Yobit #YOVI #altcoin #bitcoin #scam #YobitExchange,"723662461925122051",https://twitter.com/_digit_/status/723662461925122051
Rob_the_bot,2016-04-22 17:59,0,0,"we must spread the #bitcoin voice as much as possible! @capricoincpc",,@capricoincpc,#bitcoin,"723662439057887232",https://twitter.com/Rob_the_bot/status/723662439057887232
ClasiffCarabobo,2016-04-22 17:59,0,0,".- Gana bitcoins, super facil!! , cada 20 minutos hasta 500 Satochis #Bitcoin https:// cards.twitter.com/cards/18ce53yr 6xi/1eiul …",,,#Bitcoin,"723662427972337664",https://twitter.com/ClasiffCarabobo/status/723662427972337664
gamblewithbitco,2016-04-22 17:58,7,1,"We are the best #bitcoin #gambling site for highrollers. The right place to go big! See our "Hall of Fame" http:// buff.ly/1QvcmI5",,,#bitcoin #gambling,"723662393067364353",https://twitter.com/gamblewithbitco/status/723662393067364353
alt_bit_coins,2016-04-22 17:58,0,0,"Here’s how to get a free #bitcoin t-shirt! #crypto #cryptocurrency http:// j.mp/1WS2s7F pic.twitter.com/y5XGUwFGbt — BitcoinzMachine (Bi…",,,#bitcoin #crypto #cryptocurrency,"723662375673577472",https://twitter.com/alt_bit_coins/status/723662375673577472
alt_bit_coins,2016-04-22 17:58,0,0,"What will #bitcoin be worth in 2020? #crypto #cryptocurrency http:// j.mp/1SkTaNy pic.twitter.com/4xaJTqtg11 — BitcoinzMachine (Bitcoinz…",,,#bitcoin #crypto #cryptocurrency,"723662373916139520",https://twitter.com/alt_bit_coins/status/723662373916139520
alt_bit_coins,2016-04-22 17:58,0,0,"Fbi used invalid warrant to infect tor website with malware #bitcoin #crypto #cryptocurrency http:// j.mp/22PK0hL …",,,#bitcoin #crypto #cryptocurrency,"723662371797999623",https://twitter.com/alt_bit_coins/status/723662371797999623
BMouler,2016-04-22 17:58,2,1,"Potential BTC arb: BUY @$436.0 on BTC-e, SELL @$448.79 on Coinbase for $12.79 #BTC #bitcoin #arbitrage",,@ @,#BTC #bitcoin #arbitrage,"723662371474927616",https://twitter.com/BMouler/status/723662371474927616
strongfellowbtc,2016-04-22 17:58,0,0,"Block Mined, 2016-04-22T23:58:48: http:// strongfellow.com/blocks/0000000 0000000000020824c0436305f2cbc799969e0a02d9a6edc271d667f8c … #bitcoin",,,#bitcoin,"723662370170523649",https://twitter.com/strongfellowbtc/status/723662370170523649
