28,8
37,6
33,10
38,10
36,8
36,12
45,5
34,9
32,11
31,23
35,6
28,10
35,8
38,11
33,8
42,5
42,8
48,4
52,6
45,6
35,3
47,4
44,2
39,16
38,16
38,5
44,6
44,4
47,7
35,9
33,2
39,8
42,6
38,8
36,7
45,2
41,4
34,14
51,6
43,5
42,6
43,10
34,8
35,8
38,10
39,8
44,10
42,7
42,8
40,9
34,9
39,5
35,9
41,5
44,2
35,7
39,11
42,9
28,7
36,13
36,11
32,5
40,9
33,7
30,14
35,12
28,7
36,10
33,6
33,6
43,3
39,6
37,12
45,2
36,8
40,3
39,10
42,10
35,12
36,9
48,12
51,8
49,7
51,6
43,9
49,5
50,12
47,10
47,7
54,5
51,6
48,9
52,11
50,7
51,11
42,8
38,7
51,4
36,6
42,12
42,6
44,4
40,6
48,11
39,4
47,5
43,10
49,7
51,5
47,9
41,10
51,5
46,4
49,10
40,11
47,13
47,6
47,7
51,12
50,3
53,5
51,10
56,4
52,5
47,6
56,5
51,3
51,5
44,10
53,5
54,9
54,7
54,7
57,6
44,10
46,12
42,6
39,10
44,11
50,10
49,6
55,5
57,2
58,5
52,8
55,8
54,4
46,12
50,6
50,0
48,4
42,9
52,7
50,8
45,5
46,12
41,10
48,11
46,6
33,7
33,6
42,8
47,4
41,4
41,9
42,1
43,5
46,10
42,6
41,14
33,13
42,5
48,11
43,6
41,3
54,3
37,5
45,4
41,7
38,9
41,6
44,7
42,4
40,8
41,4
43,9
44,4
43,5
39,11
45,5
46,5
34,10
26,10
33,13
39,13
28,9
38,4
29,11
28,12
48,8
41,10
32,5
41,9
33,6
30,6
34,15
30,15
29,14
38,13
36,15
23,7
30,12
38,7
41,8
29,11
33,12
31,11
30,10
26,8
34,14
32,19
28,11
25,9
27,11
33,14
29,12
23,21
38,10
23,20
32,13
31,10
28,12
33,13
30,18
22,25
23,19
27,21
23,22
32,10
24,16
20,15
23,13
21,14
27,8
27,8
25,3
19,4
28,6
25,10
26,12
17,11
16,12
17,9
24,7
24,11
24,13
26,10
19,11
28,7
20,14
35,12
24,15
21,7
26,9
22,6
21,9
30,8
22,7
20,12
22,9
21,7
29,9
20,11
25,8
29,16
23,13
29,11
27,11
19,11
18,14
17,11
31,7
22,11
23,11
25,14
19,10
19,7
23,10
28,1
22,10
26,12
33,14
35,14
31,15
30,10
35,14
31,12
34,19
33,11
39,13
28,19
28,19
40,13
31,18
25,8
34,14
28,26
39,10
30,6
37,14
28,13
25,16
32,17
35,16
32,12
32,13
30,18
35,8
34,10
31,13
26,18
36,14
32,17
31,18
30,15
37,11
42,13
40,18
31,14
29,11
29,19
37,14
25,14
28,18
38,23
28,18
29,18
22,17
39,17
30,14
41,19
28,18
29,16
34,16
32,18
29,14
36,13
32,12
23,15
30,19
29,16
25,17
29,12
25,23
29,15
27,10
22,13
29,12
31,15
36,15
29,21
31,12
35,12
30,14
30,15
31,13
27,16
29,14
35,13
29,16
24,20
36,24
31,16
40,18
21,18
35,14
31,20
35,14
27,16
30,10
32,14
30,15
38,20
27,26
31,19
38,19
39,17
30,18
32,20
37,12
34,16
34,20
34,17
33,11
26,13
41,16
40,14
31,19
33,16
36,16
27,18
38,19
27,18
37,17
39,13
27,17
31,16
36,18
35,18
30,21
36,18
36,20
32,21
31,17
39,9
29,18
40,16
28,19
35,22
40,13
27,13
32,14
31,13
31,18
31,16
25,17
34,13
28,20
31,17
27,14
39,13
35,12
33,18
31,11
40,13
24,22
34,14
33,13
35,19
46,18
36,12
27,19
37,12
28,14
34,16
32,11
43,15
40,9
27,11
34,11
35,18
38,18
30,18
27,20
34,12
36,13
39,13
28,13
29,14
32,14
40,25
24,12
45,12
36,12
28,14
24,17
32,18
35,18
28,16
27,14
26,14
23,9
27,14
33,10
31,24
32,12
32,14
35,10
20,20
29,15
31,13
37,10
33,11
31,15
33,10
30,9
39,14
27,14
32,14
38,11
36,16
26,16
32,13
21,12
28,13
24,11
31,15
43,7
40,9
28,19
33,16
36,6
36,19
37,13
36,14
35,13
45,14
36,18
35,8
35,14
41,6
33,8
39,9
35,11
37,18
30,17
31,14
27,6
28,25
29,25
21,12
30,8
27,14
25,12
25,17
34,5
34,13
32,16
29,21
31,12
34,16
33,14
26,14
26,16
28,21
24,19
31,16
35,6
22,18
29,14
25,10
29,15
23,13
19,8
24,16
19,14
20,22
29,26
26,28
29,12
29,19
31,16
27,13
21,22
30,17
27,27
25,17
27,16
35,12
26,16
24,16
23,10
26,15
32,14
31,8
37,13
24,8
28,18
29,15
31,9
34,13
37,6
24,12
29,13
28,18
29,11
25,15
35,18
33,12
26,12
33,10
29,12
27,11
24,15
38,12
27,18
33,9
40,14
25,14
27,9
26,10
32,11
35,10
30,17
37,15
36,13
31,12
27,13
39,12
38,14
34,14
39,15
25,11
46,13
27,11
31,8
32,16
31,19
26,20
37,13
26,17
34,17
21,16
29,8
26,16
26,18
31,14
25,16
21,16
23,15
26,10
30,15
31,15
24,11
28,14
29,12
31,12
27,15
26,11
31,14
25,15
29,13
33,11
30,9
30,11
30,10
32,11
32,13
34,8
35,10
29,13
38,10
31,9
39,16
30,12
37,17
25,13
31,13
24,21
27,18
24,12
30,17
23,13
31,16
22,12
37,7
38,13
29,16
33,13
35,20
25,18
32,20
36,7
34,13
28,16
28,7
35,7
28,15
28,18
27,14
28,14
29,6
37,10
32,10
39,13
32,13
35,11
29,20
35,14
26,15
35,11
39,17
28,16
27,9
26,17
23,17
28,6
28,15
30,8
22,14
37,13
34,12
29,13
26,10
25,13
42,17
30,14
25,18
35,7
30,12
29,12
36,12
30,13
30,15
38,9
27,14
31,18
32,15
21,18
30,15
23,12
23,9
28,13
25,14
33,14
29,19
22,12
24,14
28,11
36,12
23,12
31,16
22,9
26,4
24,14
23,7
21,7
27,7
27,8
36,3
23,13
25,9
26,21
25,14
24,13
31,5
29,14
16,9
28,14
25,15
36,15
39,7
35,8
30,12
37,13
32,7
28,11
37,13
29,14
29,10
21,8
39,8
22,16
27,13
30,17
24,7
34,13
27,16
21,13
29,15
28,11
28,7
32,17
26,10
31,7
29,0
28,10
39,7
33,13
19,20
32,15
30,14
32,20
29,11
39,14
33,10
33,10
37,7
23,12
32,12
23,16
26,7
25,15
27,16
27,8
28,11
33,8
16,17
19,11
39,10
26,9
30,7
22,14
28,10
27,11
22,13
31,8
25,16
33,9
31,15
32,7
28,22
29,6
28,11
41,10
42,11
28,8
28,23
34,11
28,15
38,11
40,10
29,12
31,13
30,8
21,9
26,9
27,10
21,17
30,15
37,9
28,11
23,15
25,6
33,8
30,12
35,12
38,14
40,7
24,14
39,14
36,8
36,12
30,23
36,6
29,10
32,9
37,13
35,13
35,7
26,16
36,20
36,17
34,5
29,20
24,17
25,18
25,16
25,18
35,16
33,16
27,12
18,24
31,15
32,11
18,13
30,12
26,14
32,15
29,16
33,14
31,14
19,29
22,9
23,16
34,8
24,11
21,14
30,16
26,18
22,20
24,11
20,22
19,9
37,7
28,7
17,8
26,11
25,12
36,6
22,10
33,8
21,5
26,20
24,8
34,12
28,9
26,9
35,8
30,8
28,3
28,5
21,9
20,16
28,11
24,12
27,9
29,11
20,16
34,4
35,2
25,5
26,14
23,10
32,16
23,19
34,16
31,13
24,10
37,9
30,13
34,10
38,4
40,5
24,11
24,9
21,10
30,13
26,17
29,13
22,22
31,15
37,11
24,14
19,15
33,7
38,11
39,7
22,9
27,12
19,10
33,3
29,9
22,14
28,10
38,13
32,10
34,7
31,17
23,13
17,12
26,14
25,8
30,13
24,12
22,19
27,14
22,13
26,12
27,11
21,14
17,10
27,16
37,14
29,10
22,21
27,9
33,8
27,7
14,14
19,14
27,3
22,7
23,15
28,10
35,5
31,9
44,6
23,10
24,14
20,13
13,10
19,10
22,10
28,19
29,14
27,7
22,12
28,3
22,13
45,7
19,13
28,6
31,8
30,9
26,18
22,12
22,10
25,15
19,18
20,19
20,16
24,9
23,15
19,13
22,9
24,10
26,14
17,19
16,19
20,12
19,18
31,10
29,15
26,13
21,20
25,18
13,26
23,19
32,22
24,21
33,18
23,17
22,18
28,18
24,20
19,19
25,15
32,14
26,17
21,24
22,27
28,12
27,10
27,17
20,18
21,21
24,11
22,27
21,19
21,23
24,23
14,31
21,13
24,16
22,17
22,24
25,26
19,23
19,18
20,17
14,23
30,19
27,19
24,14
15,25
20,20
19,22
28,18
30,14
31,24
17,21
17,31
31,21
30,15
22,28
27,12
14,14
18,25
30,25
26,17
24,20
24,15
29,8
18,14
18,24
22,22
31,12
33,16
22,19
23,17
35,21
26,15
34,13
39,10
33,10
25,13
25,15
15,15
28,18
25,21
21,19
23,19
8,20
25,16
20,28
16,28
15,20
22,5
20,9
26,11
20,4
17,16
25,10
20,14
27,7
27,10
26,12
28,5
16,24
32,16
25,8
30,9
21,11
39,9
28,6
25,11
27,12
26,9
31,5
22,15
27,2
36,15
31,10
30,14
20,12
30,8
24,4
21,11
24,7
18,14
23,6
26,12
29,8
27,7
30,14
36,8
28,10
29,8
17,18
23,8
30,11
36,6
29,12
34,6
24,6
24,7
24,9
28,5
23,5
25,8
25,7
18,14
21,14
20,7
31,4
31,5
28,13
12,14
23,8
24,17
29,8
19,13
24,14
29,10
23,9
21,8
27,12
19,6
28,10
24,9
22,7
21,10
26,6
29,10
25,8
21,10
20,6
22,4
23,5
24,10
31,6
20,8
27,11
27,11
27,11
23,6
25,9
22,8
23,16
35,10
25,11
25,16
36,8
25,6
25,10
22,13
30,12
25,8
33,8
19,6
22,16
25,14
25,9
24,9
25,2
22,10
35,8
19,17
22,11
22,13
19,17
25,10
23,5
29,12
39,9
28,6
25,4
22,8
21,17
20,9
30,4
19,12
18,14
30,4
20,7
18,7
20,10
19,11
27,9
22,7
22,3
22,9
28,8
31,6
17,15
25,15
19,8
31,6
19,14
28,9
19,9
22,6
21,7
18,11
25,5
27,18
26,16
23,6
22,21
26,15
23,13
16,14
25,14
19,11
32,11
26,5
27,10
32,10
24,12
21,22
22,17
23,17
28,15
28,14
26,9
23,15
34,15
22,12
27,11
25,8
27,7
20,17
26,8
18,7
22,13
15,24
31,11
24,10
30,6
20,11
28,11
24,17
32,5
29,14
25,7
19,8
28,7
31,16
21,6
24,21
19,17
19,11
20,10
19,19
29,1
22,11
31,7
24,13
23,10
32,11
29,10
25,12
25,16
31,13
20,20
27,9
30,8
34,15
21,11
26,11
29,7
25,17
18,14
30,10
23,13
25,3
14,7
20,11
14,11
20,18
23,19
34,11
27,11
21,15
19,8
22,11
21,7
26,11
18,14
22,3
22,12
28,10
24,10
19,18
32,12
18,9
21,11
20,15
13,19
20,11
17,9
23,12
21,10
25,10
22,12
20,6
22,14
27,8
22,4
32,7
24,9
29,11
27,5
24,10
21,11
33,14
18,16
29,20
18,15
34,9
28,8
34,5
18,18
21,16
14,17
32,16
18,14
17,9
18,12
14,17
34,11
28,8
15,10
29,13
26,13
33,8
26,18
28,10
24,10
24,10
32,12
20,6
30,11
26,11
21,6
20,10
22,5
25,10
26,10
21,14
26,9
22,6
23,11
25,4
33,11
24,9
23,14
33,10
28,9
22,11
25,10
25,9
17,16
20,17
22,13
28,6
21,10
24,8
17,14
25,16
27,16
20,14
20,14
27,15
27,8
16,10
31,14
23,6
25,19
36,17
31,9
37,10
38,7
30,8
22,9
21,18
26,9
39,8
21,12
35,3
28,13
27,7
10,25
26,16
28,15
26,16
13,11
26,8
18,10
16,15
35,15
25,11
23,6
23,9
25,19
19,20
29,19
31,10
19,13
24,14
20,16
24,9
16,9
27,12
26,10
28,18
18,5
23,14
23,21
19,17
25,13
24,15
23,12
30,7
19,10
26,4
34,6
27,13
20,19
27,16
30,6
39,5
30,18
28,14
27,4
24,10
26,14
20,17
36,9
27,14
35,3
34,11
32,14
22,14
28,14
38,19
24,10
24,5
24,7
22,10
25,7
37,3
24,10
25,11
30,13
21,17
24,6
29,7
23,10
21,8
14,14
21,12
28,16
32,3
32,13
28,1
26,10
29,13
21,16
30,6
37,10
28,10
27,19
34,3
32,19
27,15
35,6
31,12
44,7
40,13
32,6
35,10
25,11
31,4
25,11
30,12
34,13
31,13
35,5
37,10
30,16
34,6
29,9
28,3
28,8
28,13
31,7
31,6
27,7
33,8
30,4
23,12
36,10
35,9
44,7
23,9
30,18
29,11
32,9
31,10
32,9
29,14
19,14
51,8
20,22
25,7
22,15
28,10
29,13
25,7
23,6
35,17
32,9
31,17
29,15
22,11
22,18
22,14
28,14
26,9
22,8
32,13
37,5
31,8
28,11
35,8
33,8
28,14
17,13
24,16
28,11
31,12
26,18
26,18
32,9
25,13
32,7
25,15
28,22
26,14
35,8
20,19
29,13
33,19
21,11
31,15
24,8
22,15
26,11
34,21
21,10
30,10
29,7
32,14
31,15
30,6
16,13
23,20
17,22
29,19
36,11
30,11
31,14
21,4
20,11
23,22
19,15
25,12
24,16
19,16
23,15
20,20
24,19
18,12
27,16
25,12
23,20
29,8
15,11
27,8
34,5
23,17
26,18
26,8
23,7
19,18
28,8
19,13
16,9
23,12
19,11
22,11
21,11
20,13
18,18
30,8
18,12
25,15
28,6
20,8
18,20
20,17
25,7
18,7
21,14
21,9
35,6
26,17
24,13
27,3
24,16
23,9
16,12
24,10
19,26
21,19
27,9
23,16
21,15
17,20
30,10
28,15
28,14
24,13
16,16
21,17
24,15
18,22
23,15
22,12
18,22
27,11
25,10
26,22
27,10
21,20
22,12
23,8
33,6
25,11
32,16
23,8
15,12
25,14
22,13
23,15
28,12
23,10
31,11
28,14
24,18
19,8
18,7
23,14
22,13
30,12
22,11
26,13
35,10
29,10
31,12
31,11
26,16
23,13
27,6
18,13
26,18
23,11
22,18
25,14
27,22
27,11
27,12
29,6
23,9
21,7
24,15
26,10
22,12
28,15
30,20
36,13
23,12
24,13
33,9
27,10
22,10
23,11
25,8
30,14
26,12
28,11
34,14
30,14
24,10
27,14
33,8
29,12
32,12
23,11
18,9
24,17
24,7
24,20
20,7
28,6
22,11
29,6
19,14
32,10
28,15
13,18
28,8
30,9
32,10
16,9
23,14
21,17
25,14
22,11
25,11
18,18
19,16
19,16
33,11
20,14
28,26
30,7
24,9
23,11
25,14
15,22
34,9
23,12
27,13
25,9
20,16
19,10
36,12
30,11
27,16
33,11
24,12
25,19
18,10
17,14
26,16
17,17
28,14
19,10
22,10
25,7
30,16
20,13
25,15
21,15
18,13
21,14
31,10
19,14
34,8
19,9
29,2
22,4
19,12
27,15
28,11
20,15
18,14
27,11
28,12
28,11
24,13
25,17
25,16
22,15
22,15
21,8
26,13
21,13
28,17
23,9
23,13
24,7
28,14
32,3
20,17
26,8
30,11
23,7
22,13
25,12
17,20
23,12
25,13
20,12
28,10
24,17
23,14
25,17
25,29
13,15
22,24
24,12
24,10
30,8
27,19
31,23
29,12
31,15
23,8
36,15
28,8
24,15
26,15
34,12
23,15
27,16
18,5
30,12
25,15
22,18
27,14
26,22
24,12
30,11
33,7
23,24
26,27
35,6
20,9
22,17
31,9
25,14
27,10
25,9
21,7
19,20
18,12
24,14
24,13
24,11
34,9
24,13
22,15
38,10
22,12
21,9
30,15
26,12
17,8
26,17
24,13
29,14
28,15
28,12
29,13
37,10
32,15
31,16
37,8
27,15
31,20
39,6
33,8
25,13
36,10
22,10
41,10
31,13
30,9
35,17
31,7
40,10
24,6
28,11
29,17
34,16
28,15
22,12
32,12
38,10
24,8
13,19
12,24
4,19
6,22
3,24
10,22
6,26
4,25
5,17
8,17
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
