750 23
23, 50, 20, 1, 2
22, 48, 20, 1, 2
21, 46, 20, 1, 2
20, 44, 20, 1, 2
19, 42, 20, 1, 2
18, 40, 20, 1, 2
17, 38, 20, 1, 2
16, 36, 20, 1, 2
15, 34, 20, 1, 2
14, 32, 20, 1, 2
13, 30, 20, 1, 2
12, 28, 20, 1, 2
11, 26, 20, 1, 2
10, 24, 20, 1, 2
9, 22, 20, 1, 2
8, 20, 20, 1, 2
7, 18, 20, 1, 2
6, 16, 20, 1, 2
5, 14, 20, 1, 2
4, 12, 20, 1, 2
3, 10, 20, 1, 2
2, 8, 20, 1, 2
