"date","close","volume","open","high","low"
"2014/10/08","572.5000","1984777.0000","565.5700","573.8800","557.4900"
"2014/10/07","563.7400","1902424.0000","574.4000","575.2700","563.7400"
"2014/10/06","577.3500","1211113.0000","578.8000","581.0000","574.4400"
"2014/10/03","575.2800","1137616.0000","573.0500","577.2250","572.5000"
"2014/10/02","570.0800","1181177.0000","567.3100","571.9100","563.3200"
"2014/10/01","568.2700","1441527.0000","576.0100","577.5799","567.0100"
"2014/09/30","577.3600","1617320.0000","576.9300","579.8500","572.8500"
"2014/09/29","576.3600","1278274.0000","571.7500","578.1900","571.1700"
"2014/09/26","577.1000","1439687.0000","576.0600","579.2500","574.6600"
"2014/09/25","575.0600","1918179.0000","587.5500","587.9800","574.1800"
"2014/09/24","587.9900","1723438.0000","581.4600","589.6300","580.5200"
"2014/09/23","581.1300","1464386.0000","586.8500","586.8500","581.0000"
"2014/09/22","587.3700","1684861.0000","593.8200","593.9490","583.4600"
