"date","close","volume","open","high","low"
"2015/01/29","62.8200","11358350.0000","63.1800","63.5800","60.6410"
"2015/01/28","62.5800","8672630.0000","65.2600","65.4500","62.5000"
"2015/01/27","65.5400","5938732.0000","65.2900","66.1500","65.0550"
"2015/01/26","65.8200","5860948.0000","64.8900","66.0000","63.8900"
"2015/01/23","64.6500","6391878.0000","65.3500","65.7100","64.6400"
"2015/01/22","65.3000","8754149.0000","65.1000","65.5800","64.0000"
"2015/01/21","64.5400","7976985.0000","63.8900","64.7800","63.2300"
"2015/01/20","63.1900","6872967.0000","62.8100","63.2800","61.7615"
"2015/01/16","63.0800","9997213.0000","61.7500","63.4800","61.4800"
"2015/01/15","61.4100","9983514.0000","63.6100","63.8700","61.3800"
"2015/01/14","62.6200","9969328.0000","61.8200","62.7800","60.8500"
"2015/01/13","62.4400","10239590.0000","63.1900","63.8300","61.5100"
"2015/01/12","63.0700","8298344.0000","64.1500","64.2700","62.6100"
"2015/01/09","64.9200","7982654.0000","64.9400","65.3400","64.0100"
"2015/01/08","64.9300","10346420.0000","64.8500","65.4900","63.9000"
"2015/01/07","63.3500","12350250.0000","64.0100","64.2300","62.8500"
"2015/01/06","62.9300","18047970.0000","65.2900","66.6000","62.8800"
"2015/01/05","65.6400","10947280.0000","67.7100","67.9800","65.4300"
"2015/01/02","68.9200","5698806.0000","68.5000","69.4800","68.2300"
"2014/12/31","69.0600","5917553.0000","69.3400","69.7500","68.7000"
"2014/12/30","69.9300","4537814.0000","69.6100","70.2000","69.2700"
"2014/12/29","70.1100","5233094.0000","70.4500","70.6837","69.5500"
"2014/12/26","69.8800","3337136.0000","70.5500","70.7902","69.5200"
"2014/12/24","70.1300","3858100.0000","70.5400","70.6300","68.9393"
"2014/12/23","71.0500","8168801.0000","70.3200","71.3700","69.8000"
"2014/12/22","69.5200","9503784.0000","70.0800","70.4500","68.4900"
"2014/12/19","70.9800","17816640.0000","69.6300","71.0000","68.6300"
"2014/12/18","69.7500","15920890.0000","69.2200","69.8400","66.6600"
"2014/12/17","66.9400","15360910.0000","64.1400","67.6700","64.0100"
"2014/12/16","63.2200","12949610.0000","61.4400","64.9800","60.8400"
"2014/12/15","61.6900","9816455.0000","63.2800","63.5000","61.5000"
"2014/12/12","62.4500","8676795.0000","62.6900","63.7900","62.3100"
"2014/12/11","63.6100","8173512.0000","63.3000","65.4500","63.3000"
"2014/12/10","63.5400","9839867.0000","63.9100","64.1500","62.8300"
"2014/12/09","64.9600","12122500.0000","64.3500","66.2500","63.3700"
"2014/12/08","65.0300","10160610.0000","66.9800","67.1300","64.8800"
"2014/12/05","67.8500","9821700.0000","69.3700","69.3700","67.4650"
"2014/12/04","69.3100","10658330.0000","70.1600","70.4300","68.6800"
"2014/12/03","70.8000","11897520.0000","69.6600","71.2200","69.2800"
"2014/12/02","69.2100","11683920.0000","67.3300","69.5800","67.2400"
"2014/12/01","67.7700","14020920.0000","65.9300","67.9000","65.4000"
"2014/11/28","66.0700","11779120.0000","67.7000","68.1400","65.6500"
"2014/11/26","70.8300","7391174.0000","71.7500","71.7500","70.5500"
"2014/11/25","71.7300","8905848.0000","73.9000","73.9100","71.5700"
"2014/11/24","73.3300","6117726.0000","73.5600","73.7900","72.6600"
"2014/11/21","73.6400","8938190.0000","74.4700","74.6800","73.1750"
"2014/11/20","73.2100","5723782.0000","72.1300","73.2500","72.1300"
"2014/11/19","72.1300","6372640.0000","72.3600","72.4800","71.3200"
"2014/11/18","71.6700","5305668.0000","71.5300","72.1500","71.0700"
"2014/11/17","71.4200","5097784.0000","71.0300","71.7700","70.6100"
"2014/11/14","71.4100","5272667.0000","70.5700","71.4600","70.4900"
"2014/11/13","70.3500","7520758.0000","70.7800","70.9980","69.5400"
"2014/11/12","71.2000","5749608.0000","71.3600","71.8800","71.0870"
"2014/11/11","71.7500","5921802.0000","71.5200","71.9500","71.0700"
"2014/11/10","71.6000","7301758.0000","72.8200","73.2200","71.4600"
"2014/11/07","72.1600","7366083.0000","71.4400","72.3100","71.4000"
"2014/11/06","71.3200","7760545.0000","69.7200","71.3500","69.4900"
"2014/11/05","69.8800","7882195.0000","69.9500","70.2500","68.9800"
"2014/11/04","68.7700","10955710.0000","69.2000","69.8400","68.2100"
"2014/11/03","70.5600","9535489.0000","72.2600","72.5700","70.4700"
"2014/10/31","72.1500","9433681.0000","71.5900","72.2400","70.0700"
"2014/10/30","71.3500","7169031.0000","69.3700","71.9100","69.2500"
"2014/10/29","70.7500","7751651.0000","71.9100","72.1500","70.2100"
"2014/10/28","70.2200","5758366.0000","69.0800","70.2799","68.6900"
"2014/10/27","68.8300","7490932.0000","69.0200","69.1650","68.2600"
"2014/10/24","70.0700","5421573.0000","69.9900","70.2600","69.1100"
"2014/10/23","70.0000","7599403.0000","70.7900","70.9150","69.7000"
"2014/10/22","69.4400","9844995.0000","71.0000","71.4500","69.3800"
"2014/10/21","70.5900","9000604.0000","70.0700","70.8400","69.6500"
"2014/10/20","68.8300","6742750.0000","68.1800","68.9600","67.3300"
"2014/10/17","68.0800","11005450.0000","67.9300","70.0200","67.5000"
"2014/10/16","66.9300","12793920.0000","64.9600","67.3700","64.8900"
"2014/10/15","66.2500","16064880.0000","63.7900","66.3500","63.5600"
"2014/10/14","66.2000","13014660.0000","68.2700","68.6200","65.9100"
"2014/10/13","68.0700","8603494.0000","70.1200","70.6200","68.0000"
"2014/10/10","70.3600","10320650.0000","71.4000","71.9000","69.9100"
