Date,Open,High,Low,Close,Volume,Market Cap,Positive Tweets,Negative Tweets
41784,525.23,576.48,525.23,571.59,47010300,6729120000,32,11
41785,571.39,588.39,565.33,583.42,29959800,7322870000,32,13
41786,582.59,589.52,554.4299999999999,571.24,38032000,7468620000,34,8
41787,571.91,578.62,564.09,577.0599999999999,19289000,7333770000,35,10
41788,576.33,577.1,561.6,568.1799999999999,18707800,7392820000,29,13
41789,568.1799999999999,618.46,568.16,615.33,31985400,7290240000,38,10
41790,615.6900000000001,624.72,604.47,623.6799999999999,15107100,7902400000,31,9
41791,623.6900000000001,671.51,619.91,630.23,45259100,8007450000,39,16
41792,629.64,665.5,618.75,660.62,45450200,8086630000,30,12
41793,660.55,674.11,650.78,667.61,40653700,8486730000,37,17
41794,666.77,668.5599999999999,624.09,641.61,37731500,8569660000,25,13
41795,641.0700000000001,663.53,640.09,659.26,29621300,8242230000,31,13
41796,659.28,661.37,652.3,653.7,18680100,8478870000,24,21
41797,653.52,656.9400000000001,644.91,654.97,15855300,8407050000,27,18
41798,654.99,658.88,653.47,656.14,8614190,8428530000,24,12
41799,655.64,657.7,644.39,649.16,19065400,8439070000,30,17
41800,650.04,659.62,646.5599999999999,653.15,17913400,8369550000,23,13
41801,653.1900000000001,657.04,632.55,633.02,25163800,8412780000,31,16
41802,633.4299999999999,638.11,573.27,586.95,50818800,8160590000,22,12
41803,585.7,615.14,585.7,600.16,35700700,7548170000,37,7
41804,600.75,601.27,549.8200000000001,577.36,38481200,7744580000,38,13
41805,575.9299999999999,592.9400000000001,554.89,592.9400000000001,23580900,7427200000,29,16
41806,592.65,608.72,587.0700000000001,592.1900000000001,28677500,7645650000,33,13
41807,591.59,610.89,590.4,610.86,18597300,7634710000,35,20
41808,609.77,615.88,604.4,607.96,17862000,7872150000,25,18
41809,608.0700000000001,612.24,597.02,598.0700000000001,12803800,7852650000,32,20
41810,597.4,599.75,587.76,594.15,18134100,7717370000,36,7
41811,593.6799999999999,599.46,587.74,594.99,9256290,7672030000,34,13
41812,595.9,606,594.63,602.27,10877700,7703560000,28,16
41813,602.16,603.21,586.34,593.98,14053800,7787160000,28,7
41814,593.97,596.97,582.36,582.36,14144900,7683850000,35,7
41815,581.8099999999999,583.6,565.63,566.34,20687700,7529260000,28,15
41816,566.14,581.63,564.73,581.14,14655900,7329110000,28,18
41817,581.3,600.12,579.88,597.26,20814600,7527840000,27,14
41818,599.08,604.47,595.92,596.55,13398100,7761630000,28,14
41819,596.33,604.08,596.16,602.72,8897470,7728190000,29,6
41820,602.62,645.15,599.88,639.8,46422400,7812050000,37,10
41821,641.39,657.86,640.11,640.8099999999999,38446300,8316770000,32,10
41822,641.04,656.6799999999999,638.34,650.88,25768200,8314310000,39,13
41823,650.77,650.77,641.3,645.16,18949000,8442770000,32,13
41824,644.65,648.4299999999999,629.4,630.6900000000001,22237200,8365570000,35,11
41825,629.95,633.22,628,631.46,9105940,8177490000,29,20
41826,631.77,638.65,631.16,635.8099999999999,10080000,8203530000,35,14
41827,635.46,637.16,617.01,624.09,17813600,8253710000,26,15
41828,622.5700000000001,626.7,620.91,624.8200000000001,10005500,8088590000,35,11
41829,625.22,627,622.6,624.51,9819150,8125370000,39,17
41830,624.83,626.12,612.35,616.76,15880700,8122830000,28,16
41831,616.66,632.09,615.77,632,16467100,8019000000,27,9
41832,631.88,636.66,626.98,633.71,13329000,8219370000,26,17
41833,634.22,634.73,624.91,626.5,11291000,8252240000,23,17
41834,626.5599999999999,627.34,617.3200000000001,619.3200000000001,12706800,8155140000,28,6
41835,620,625.14,619.63,621.59,10873200,8071770000,28,15
41836,622.01,623.09,615.33,616.8,13182400,8100510000,30,8
41837,616.54,626.29,608.4,623.09,16576700,8031440000,22,14
41838,622.37,629.21,620.47,628.78,14158100,8110060000,37,13
41839,629.17,629.17,624.6,628.51,7222030,8201340000,34,12
41840,628.5599999999999,628.5599999999999,622.77,623.9,5760120,8196210000,29,13
41841,623.95,624.09,619.11,622.21,10711900,8138520000,26,10
41842,622.27,624.3,620.96,621.55,9602880,8119060000,25,13
41843,621.12,624.4299999999999,618.29,619.41,11056600,8106260000,42,17
41844,619.5,620.4299999999999,595.5700000000001,601.73,20917200,8087290000,30,14
41845,601.51,607.0700000000001,597.23,601.09,12279500,7854660000,25,18
41846,601.54,602.09,593.96,595.8099999999999,10752900,7857510000,35,7
41847,595.67,598.9400000000001,593.4299999999999,593.85,7774230,7782830000,30,12
41848,594.14,594.5700000000001,575.1799999999999,585.6900000000001,19316400,7765040000,29,12
41849,585.55,588.38,581.7,584.73,11275400,7655040000,36,12
41850,584.74,585.12,564.9,567.29,14898800,7646630000,30,13
41851,567.37,586.24,564.51,586.24,22467900,7421870000,30,15
41852,586.2,597.92,583.63,594.92,18215900,7670500000,38,9
41853,594.9,594.91,586.15,589.33,8359080,7786620000,27,14
41854,588.89,589.15,581.65,586.67,9917990,7710420000,31,18
41855,586.23,591.95,583.74,588.78,9867570,7677850000,32,15
41856,589.01,589.87,584.1,585.4400000000001,10790800,7716120000,21,18
41857,585.95,587.49,583.1,584.65,14497900,7678040000,30,15
41858,584.65,591.1,584.05,588.87,11131400,7663290000,23,12
41859,588.88,598.12,588.79,592.58,11072000,7721090000,23,9
41860,592.47,592.47,587.63,589.37,7922070,7770550000,28,13
41861,589.17,594.46,587.9400000000001,591.0599999999999,7555310,7730000000,25,14
41862,591.28,591.51,574.05,576.37,14764200,7760290000,33,14
41863,576.51,576.95,566.6,569.64,13978200,7569070000,29,19
41864,570.38,573.03,532.67,546.66,25777500,7490990000,22,12
41865,546.1799999999999,546.24,498.73,505.97,35803900,7175190000,24,14
41866,511.14,518.1799999999999,487.93,497.01,25598300,6717150000,28,11
41867,497.83,521.48,487.74,519.71,22832500,6544250000,36,12
41868,519.14,520.1900000000001,483.63,491.8,24300900,6826520000,23,12
41869,491.51,499.37,443.85,461.46,50783800,6465210000,31,16
41870,461.48,485.71,455.54,485.25,38422400,6072520000,22,9
41871,485.07,518.28,467.51,511.98,46527600,6385230000,26,4
41872,510.45,531.9,510.45,517.24,49444200,6721410000,24,14
41873,517.58,521.48,501.27,514.04,36563900,6817460000,23,7
41874,513.39,514.3,492.11,498.07,25171900,6764340000,21,7
41875,498.29,512.89,497.35,508.29,19441700,6567300000,27,7
41876,508.22,508.22,499.23,502.5,18356700,6700090000,27,8
41877,502.54,512.6900000000001,502.54,511.57,23235100,6626970000,36,3
41878,512.1900000000001,520.71,510.92,511.15,22648500,6756340000,23,13
41879,510.88,516.16,506.88,507.81,19862000,6741320000,25,9
41880,508.43,511.69,503.82,508.52,17624800,6711080000,26,21
41881,508.59,509.31,501.64,504.25,9424070,6715420000,25,14
41882,502.9,504.88,474.81,477.76,44632300,6642630000,24,13
41883,477.79,485.31,471.91,474.88,20432000,6313120000,31,5
41884,474.48,482.99,472.32,477.43,23337900,6270970000,29,14
41885,476.87,481.71,476.21,477.59,13342200,6304370000,16,9
41886,477.68,493.93,477.09,489.66,26081400,6317100000,28,14
41887,489.67,490.64,481.61,483.34,15302500,6477530000,25,15
41888,483.34,488.6,483,484.83,10601400,6395630000,36,15
41889,485.13,488.07,482.28,482.28,8994050,6421460000,39,7
41890,481.81,489.83,468.79,474.6,30238000,6379410000,35,8
41891,474.88,477.38,467.78,475.26,21447800,6289350000,30,12
41892,475.48,487.47,475.14,479.36,22787800,6299070000,37,13
41893,479.62,482.35,474.61,479.75,16852900,6355700000,32,7
41894,479.58,479.63,473.01,477.75,15437200,6357290000,28,11
41895,477.79,482.12,475.1,479,15588000,6335400000,37,13
41896,479.12,479.85,476.12,477.89,13105500,6355140000,29,14
41897,477.76,478.62,474.02,475.37,15345200,6339090000,29,10
41898,474.86,475.64,465.13,466.06,16797300,6302440000,21,8
41899,465.86,468.17,452.42,457.33,21056800,6185010000,39,8
41900,456.86,456.86,413.1,424.44,34483200,6067610000,22,16
41901,424.1,427.83,384.53,394.8,37919700,5634440000,27,13
41902,394.67,423.3,389.88,408.9,36863600,5245150000,30,17
41903,408.08,412.43,393.18,398.82,26580100,5425180000,24,7
41904,399.1,406.92,397.13,402.15,24127600,5307360000,34,13
41905,402.09,441.56,396.2,435.79,45099500,5348840000,27,16
41906,435.75,436.11,421.13,423.2,30627700,5798220000,21,13
41907,423.16,423.52,409.47,411.57,26814400,5632260000,29,15
41908,411.43,414.94,400.01,404.43,21460800,5477970000,28,11
41909,403.56,406.62,397.37,399.52,15029300,5374500000,28,7
41910,399.47,401.02,374.33,377.18,23613300,5321420000,32,17
41911,376.93,385.21,372.24,375.47,32497700,5022360000,26,10
41912,376.09,390.98,373.44,386.94,34707300,5012450000,31,7
41913,387.43,391.38,380.78,383.62,26229400,5165060000,29,0
41914,383.99,385.5,372.95,375.07,21777700,5120700000,28,10
41915,375.18,377.69,357.86,359.51,30901200,5004540000,39,7
41916,359.89,364.49,325.89,328.87,47236500,4801920000,33,13
41917,328.92,341.8,289.3,320.51,83308100,4389890000,19,20
41918,320.39,345.13,302.56,330.08,79011800,4277430000,32,15
41919,330.58,339.25,320.48,336.19,49199900,4414880000,30,14
41920,336.12,354.36,327.19,352.94,54736300,4489870000,32,20
41921,352.75,382.73,347.69,365.03,83641100,4713320000,29,11
41922,364.69,375.07,352.96,361.56,43665700,4874190000,39,14
41923,361.36,367.19,355.95,362.3,13345200,4831160000,33,10
41924,362.61,379.43,356.14,378.55,17552800,4849070000,33,10
41925,377.92,397.23,368.9,390.41,35221400,5055290000,37,7
41926,391.69,411.7,391.32,400.87,38491500,5241030000,23,12
41927,400.95,402.23,388.77,394.77,25267100,5366290000,32,12
41928,394.52,398.81,373.07,382.56,26990000,5281630000,23,16
41929,382.76,385.48,375.39,383.76,13600700,5125580000,26,7
41930,383.98,395.16,378.97,391.44,11416800,5143260000,25,15
41931,391.25,393.94,386.46,389.55,5914570,5242370000,27,16
41932,389.23,390.08,378.25,382.85,16419000,5216560000,27,8
41933,382.42,392.65,380.83,386.48,14188900,5126590000,28,11
41934,386.12,388.58,382.25,383.16,11641300,5177640000,33,8
41935,382.96,385.05,356.45,358.42,26456900,5136830000,16,17
41936,358.59,364.35,353.31,358.35,15585700,4811290000,19,11
41937,358.61,359.86,342.88,347.27,18127500,4812990000,39,10
41938,347.49,359.22,343.93,354.7,11272500,4665040000,26,9
41939,354.78,358.63,349.81,352.99,13033000,4764020000,30,7
41940,353.21,359.98,352.68,357.62,7845880,4744450000,22,14
41941,357.09,357.83,335.34,335.59,18192700,4797700000,28,10
41942,335.71,350.91,335.07,345.31,30177900,4511760000,27,11
41943,345.01,348.05,337.14,338.32,12545400,4638210000,22,13
41944,338.65,340.53,321.06,325.75,16677200,4554320000,31,8
41945,326.07,329.05,320.63,325.89,8603620,4386500000,25,16
41946,325.57,334,325.48,327.55,12948500,4380950000,33,9
41947,327.16,331.77,325.08,330.49,15655500,4403750000,31,15
41948,330.68,343.37,330.68,339.49,19817200,4452510000,32,7
41949,339.46,352.97,338.42,349.29,18797000,4571830000,28,22
41950,349.82,352.73,341.78,342.42,16834200,4712700000,29,6
41951,342.15,347.03,342.15,345.49,8535470,4610750000,28,11
41952,345.38,363.63,344.25,363.26,24205600,4655480000,41,10
41953,362.26,374.82,357.56,366.92,30450100,4884490000,42,11
41954,365.86,371.31,363.74,367.69,15838900,4934270000,28,8
41955,367.99,429.72,367.99,423.56,45783200,4964150000,28,23
41956,427.27,457.09,401.12,420.74,58945000,5765520000,34,11
41957,418.42,419.25,384.79,397.82,29589200,5647540000,28,15
41958,399.65,405.53,371.01,376.13,15727500,5395770000,38,11
41959,374.73,390.8,374.6,387.88,11905600,5060640000,40,10
41960,388.35,410.2,377.5,387.41,41518800,5246000000,29,12
41961,387.79,392.4,371.12,375.2,32222500,5239790000,31,13
41962,373.9,386.48,373.9,380.56,18931800,5053560000,30,8
41963,380.31,382.02,356.78,357.84,25233200,5141550000,21,9
41964,357.88,357.88,344.11,350.85,29850100,4839570000,26,9
41965,351.6,364.84,350.88,352.92,15273000,4755830000,27,10
41966,353.18,370.85,353.18,367.57,15151600,4778440000,21,17
41967,366.95,387.21,366.67,376.9,30930100,4966080000,30,15
41968,376.89,394.7,374.78,375.35,25442200,5101970000,37,9
41969,376.02,377.7,365.82,368.37,18601700,5091480000,28,11
41970,370.5,373.99,368.28,369.67,8748030,5018040000,23,15
41971,369.37,382.84,358.45,376.45,22946500,5004050000,25,6
41972,376.15,387.6,372.14,375.49,15375600,5097280000,33,8
41973,375.51,382.53,373.31,378.05,9194440,5090060000,30,12
41974,378.25,383.66,376.67,379.25,11763000,5128700000,35,12
41975,379.25,384.04,377.86,381.31,12364100,5143500000,38,14
41976,381.72,383.03,374.35,375.01,13340100,5178450000,40,7
41977,375.72,378.65,367.76,369.6,14529600,5098100000,24,14
41978,369.44,379.19,365.76,376.85,15181800,5014290000,39,14
41979,376.76,378.45,370.94,374.79,7009320,5115040000,36,8
41980,374.84,376.29,373.27,375.1,6491650,5090240000,36,12
41981,374.96,376.03,361.89,361.91,18898700,5093180000,30,23
41982,361.89,363.07,344.95,352.22,32915500,4917110000,36,6
41983,352.2,352.38,346.37,346.37,16427700,4786700000,29,10
41984,344.34,361.36,338.76,350.51,32431300,4681040000,32,9
41985,350.83,352.98,349.29,352.54,16989800,4770620000,37,13
41986,352.38,352.38,346.59,347.38,11675900,4792870000,35,13
41987,346.73,353.32,345.42,351.63,12415200,4717270000,35,7
41988,351.36,351.81,344.93,345.35,17264200,4781560000,26,16
41989,345.67,345.86,327.06,327.06,30864900,4705370000,36,20
41990,326.86,333.95,315.15,319.78,37567900,4450380000,36,17
41991,319.79,323.71,304.23,311.4,39173000,4355140000,34,5
41992,311.18,318.53,306.77,317.84,23823100,4238930000,29,20
41993,317.62,330.32,316.04,329.96,20856700,4327750000,24,17
41994,329.54,329.63,318.9,320.84,15207600,4491320000,25,18
41995,321.07,334.12,320.43,331.89,22315100,4376890000,25,16
41996,332.02,336.29,329.6,334.57,16574200,4527490000,25,18
41997,334.38,334.74,321.36,322.53,15092300,4561040000,35,16
41998,322.29,322.67,316.96,319.01,9883640,4397250000,33,16
41999,319.15,331.42,316.63,327.92,16410500,4355750000,27,12
42000,327.58,328.91,312.63,315.86,15185200,4472050000,18,24
42001,316.16,320.03,311.08,317.24,11676600,4317320000,31,15
42002,317.7,320.27,312.31,312.67,12302500,4339700000,32,11
42003,312.72,314.81,309.37,310.74,12528300,4272940000,18,13
42004,310.91,320.19,310.21,320.19,13942900,4249480000,30,12
42005,320.44,320.44,314,314.25,8036550,4380820000,26,14
42006,314.08,315.84,313.56,315.03,7860650,4295210000,32,15
42007,314.85,315.15,281.08,281.08,33054400,4307010000,29,16
42008,281.15,287.23,257.61,264.19,55629100,3847150000,33,14
42009,265.08,278.34,265.08,274.47,43962800,3628490000,31,14
42010,274.61,287.55,272.7,286.19,23245700,3759970000,19,29
42011,286.08,298.75,283.08,294.34,24866800,3918090000,22,9
42012,294.13,294.13,282.18,283.35,19982500,4029490000,23,16
42013,282.38,291.11,280.53,290.41,18718600,3869530000,34,8
42014,287.3,288.13,273.97,274.8,15264300,3937990000,24,11
42015,274.61,279.64,265.04,265.66,18200800,3764960000,21,14
42016,266.15,272.2,265.2,267.8,18880300,3649970000,30,16
42017,267.39,268.28,219.91,225.86,72843900,3668040000,26,18
42018,223.89,223.89,171.51,178.1,97638700,3072020000,22,20
42019,176.9,229.07,176.9,209.84,81773500,2427830000,24,11
42020,209.07,221.59,199.77,208.1,38421000,2870180000,20,22
42021,207.83,211.73,194.88,199.26,23469700,2853930000,19,9
42022,200.05,218.69,194.51,210.34,30085100,2747730000,37,7
42023,211.47,216.73,207.32,214.86,18658300,2905410000,28,7
42024,212.91,215.24,205.15,211.31,24051100,2925910000,17,8
42025,211.38,227.79,211.21,226.9,29924600,2905520000,26,11
42026,227.32,237.02,226.43,233.41,33544600,3125520000,25,12
42027,233.52,234.84,225.2,232.88,24621700,3211490000,36,6
42028,232.7,248.21,230.02,247.85,24782500,3200970000,22,10
42029,247.35,255.07,243.89,253.72,33582700,3403300000,33,8
42030,254.08,309.38,254.08,273.47,106794000,3496650000,21,5
42031,273.17,275.48,250.65,263.48,44399000,3760210000,26,20
42032,263.35,266.54,227.05,233.91,44352200,3626050000,24,8
42033,233.35,238.71,220.71,233.51,32213400,3213920000,34,12
42034,232.77,242.85,225.84,226.43,26605200,3206940000,28,9
42035,226.44,233.5,216.31,217.46,23348200,3120490000,26,9
42036,216.87,231.57,212.01,226.97,29128500,2989460000,35,8
42037,226.49,242.18,222.66,238.23,30612100,3123010000,30,8
42038,237.45,245.96,224.48,227.27,40783700,3275110000,28,3
42039,227.51,230.06,221.11,226.85,26594300,3138700000,28,5
42040,227.66,239.41,214.72,217.11,22516400,3141730000,21,9
42041,216.92,230.51,216.23,222.27,24435300,2994350000,20,16
42042,222.63,230.3,222.61,227.75,21604200,3074140000,28,11
42043,227.69,229.44,221.08,223.41,17145200,3144920000,24,12
42044,223.39,223.98,217.02,220.11,27791300,3086220000,27,9
42045,220.28,221.81,215.33,219.84,21115100,3044180000,29,11
42046,219.73,223.41,218.07,219.19,17201900,3037370000,20,16
42047,219.21,222.2,217.61,221.76,15206200,3030990000,34,4
42048,221.97,240.26,221.26,235.43,42744400,3069830000,35,2
42049,235.53,259.81,235.53,257.32,49732500,3258210000,25,5
42050,257.51,265.61,227.68,234.82,56552400,3563290000,26,14
42051,234.82,239.52,229.02,233.84,28153700,3250240000,23,10
42052,233.42,245.78,232.31,243.61,27363100,3231750000,32,16
42053,243.78,244.25,232.34,236.33,25200800,3376060000,23,19
42054,236.41,242.67,235.59,240.28,18270500,3274980000,34,16
42055,240.25,247.1,239.3,243.78,23876700,3329190000,31,13
42056,243.75,255.32,243.18,244.53,12284200,3378660000,24,10
42057,244.54,246.39,233.85,235.98,19527000,3390510000,37,9
42058,236,240.11,232.42,238.89,16400000,3272880000,30,13
42059,239,239.9,236.4,238.74,14200400,3315370000,34,10
42060,238.89,239.34,235.53,237.47,11496200,3314640000,38,4
42061,237.34,237.71,234.26,236.43,13619400,3294030000,40,5
42062,236.44,256.65,236.44,253.83,44013900,3282410000,24,11
42063,253.52,254.69,249.48,254.26,13949300,3520560000,24,9
42064,254.28,261.66,245.93,260.2,25213700,3532050000,21,10
42065,260.36,276.3,258.31,275.67,40465700,3617340000,30,13
42066,275.05,285.8,268.16,281.7,50461300,3822510000,26,17
42067,281.99,284.23,268.13,273.09,41383000,3920130000,29,13
42068,272.74,281.67,264.77,276.18,41302400,3792480000,22,22
42069,275.6,277.61,270.01,272.72,28918900,3833160000,31,15
42070,272.29,277.85,270.13,276.26,17825900,3788190000,37,11
42071,276.43,277.86,272.56,274.35,22067900,3846750000,24,14
42072,274.81,292.7,273.89,289.61,59178200,3825250000,19,15
42073,289.86,300.04,289.74,291.76,67770800,4035790000,33,7
42074,291.52,297.39,290.51,296.38,33963900,4060030000,38,11
42075,296.13,297.09,292.41,294.35,32585200,4125290000,39,7
42076,294.12,294.5,285.34,285.34,31421500,4098250000,22,9
42077,284.44,286.34,280.98,281.88,22612300,3964470000,27,12
42078,281.43,286.53,281,286.39,11970100,3923350000,19,10
42079,285.69,294.11,285.69,290.59,21516100,3983760000,33,3
42080,290.6,292.37,284.37,285.5,21497200,4053230000,29,9
42081,285.07,285.34,249.87,256.3,57008000,3977030000,22,14
42082,255.88,264.24,248.64,260.93,52732000,3570820000,28,10
42083,260.96,264.85,259.16,261.75,18456700,3642550000,38,13
42084,261.64,262.2,255.65,260.02,17130100,3653040000,32,10
42085,259.92,269.75,259.59,267.96,18438100,3629920000,34,7
42086,267.89,277.3,261.75,266.74,22811900,3742290000,31,17
42087,266.58,267,244.16,245.59,40073700,3724830000,23,13
42088,247.47,249.19,236.51,246.2,35866900,3458950000,17,12
42089,246.28,254.35,244.91,248.53,25730000,3443230000,26,14
42090,248.57,256.81,245.21,247.03,17274900,3476180000,25,8
42091,246.97,254.21,246.97,252.8,16040900,3454980000,30,13
42092,252.74,253.14,240.85,242.71,21699400,3536570000,24,12
42093,242.88,249.24,239.21,247.53,23009600,3399510000,22,19
42094,247.45,248.73,242.74,244.22,22672000,3464410000,27,14
42095,244.22,247.54,241.16,247.27,22877200,3420100000,22,13
42096,247.09,254.46,245.42,253,26272600,3461060000,26,12
42097,253.07,256.04,251.88,254.32,23146600,3545940000,27,11
42098,254.29,255.26,251.1,253.7,12493500,3563920000,21,14
42099,253.76,260.68,251.94,260.6,19649200,3557460000,17,10
42100,260.72,261.8,254.57,255.49,20034200,3655990000,27,16
42101,255.27,255.81,252.21,253.18,18467400,3580410000,37,14
42102,253.06,253.85,244.22,245.02,30086400,3550390000,29,10
42103,244.75,246.12,239.4,243.68,21643500,3434520000,22,21
42104,243.69,243.69,232.77,236.07,28882000,3420500000,27,9
42105,236.02,239.54,234.18,236.55,16365200,3313620000,33,8
42106,236.53,237.73,233.5,236.15,12387900,3321740000,27,7
42107,235.95,236.94,222,224.59,31181800,3314280000,14,14
42108,224.76,224.98,216.32,219.16,31719000,3157970000,19,14
42109,219.07,223.83,218.65,223.83,22562000,3078890000,27,3
42110,223.92,229.67,223.92,228.57,24805400,3147650000,22,7
42111,228.57,228.91,221.94,222.88,20429800,3213910000,23,15
42112,222.85,224.32,220.88,223.36,12939000,3134170000,28,10
42113,223.46,226.35,222.37,222.6,15021500,3143460000,35,5
42114,222.61,226.35,221.98,224.63,18364700,3132400000,31,9
42115,224.62,235.27,224.3,235.27,24978000,3161520000,44,6
42116,235.6,237.91,233.48,234.18,23847900,3316990000,23,10
42117,234.05,236.47,233.2,236.46,17036000,3296060000,24,14
42118,235.97,236.31,229.93,231.27,21448700,3323830000,20,13
42119,231.24,232.56,226.34,226.39,13957200,3257850000,13,10
42120,226.41,226.94,214.87,219.43,28943700,3190790000,19,10
42121,219.43,233.31,218.02,229.29,38574000,3093200000,22,10
42122,228.97,229.5,223.07,225.85,21469200,3228470000,28,19
42123,225.59,227.04,223.43,225.81,18936500,3181700000,29,14
42124,225.69,239.56,224.99,236.15,33818600,3183860000,27,7
42125,235.94,238.97,232.08,232.08,18815300,3329190000,22,12
42126,232.34,235.73,232.34,234.93,12535500,3279270000,28,3
42127,234.88,243.24,234.08,240.36,18494100,3315980000,22,13
42128,240.36,242.64,237.81,239.02,21223400,3394130000,45,7
42129,238.85,239.2,232.05,236.12,23929100,3373650000,19,13
42130,236.25,236.45,229.23,229.78,29587200,3337790000,28,6
42131,229.66,239.1,228.57,237.33,29064400,3245660000,31,8
42132,237.2,246.28,236.27,243.86,27445500,3353090000,30,9
42133,243.77,247.8,239.64,241.83,19790500,3446790000,26,18
42134,241.73,244.07,238.85,240.3,15019100,3418740000,22,12
42135,240.3,244.27,239.38,242.16,20892300,3399290000,22,10
42136,242.15,242.88,240.1,241.11,19282600,3426350000,25,15
42137,241.4,243.7,235.04,236.38,27180100,3416690000,19,18
42138,236.21,237.8,234.06,236.93,24413700,3344280000,20,19
42139,236.96,238.75,236.79,237.6,16329400,3355680000,20,16
42140,237.64,237.7,235.29,236.15,11089700,3366300000,24,9
42141,236.01,238.03,236.01,236.8,11134300,3343940000,23,15
42142,236.89,237.21,232.46,233.13,16780300,3357380000,19,13
42143,233.04,234.15,231.82,231.95,14241900,3303650000,22,9
42144,231.89,234.68,231.84,234.02,15499400,3288140000,24,10
42145,234.02,236.24,233.84,235.34,15108900,3319140000,26,14
42146,235.32,240.97,235.06,240.35,27003000,3338560000,17,19
42147,240.29,241.03,238.69,238.87,14605000,3409830000,16,19
42148,238.98,241.98,238.81,240.95,11508000,3391910000,20,12
42149,240.93,241.02,236.64,237.11,14423900,3420480000,19,18
42150,237.1,238.24,235.69,237.12,16425000,3367040000,31,10
42151,237.06,238.64,236.69,237.28,18837000,3367340000,29,15
42152,237.26,237.82,236.65,237.41,13829600,3370890000,26,13
42153,237.38,237.52,235.73,237.1,14805000,3373380000,21,20
42154,237.09,237.09,232.05,233.34,14098600,3370240000,25,18
42155,233.13,233.25,229.54,230.19,14730800,3314780000,13,26
42156,230.23,231.71,221.3,222.93,26090500,3274370000,23,19
42157,222.89,226.42,222.42,225.8,20459000,3170730000,32,22
42158,225.74,227.4,223.93,225.87,17752400,3212010000,24,21
42159,225.77,226.58,224.05,224.32,14728100,3213320000,33,18
42160,224.15,225.97,223.18,224.95,18056500,3191080000,23,17
42161,225,225.72,224.38,225.62,11131500,3203980000,22,18
42162,225.6,226.19,222.65,222.88,13318400,3213390000,28,18
42163,222.88,229.46,222.84,228.49,23378400,3175520000,24,20
42164,228.54,230.95,227.93,229.05,28353100,3257050000,19,19
42165,229,229.78,228.01,228.8,15904800,3264420000,25,15
42166,228.85,230.29,228.77,229.71,14416000,3263390000,32,14
42167,229.71,231.06,229.31,229.98,14017700,3276290000,26,17
42168,229.92,232.65,229.21,232.4,13305300,3280180000,21,24
42169,232.44,234.86,232,233.54,12165900,3317080000,22,27
42170,233.42,237.84,233.42,236.82,19912100,3331930000,28,12
42171,236.76,251.74,236.12,250.9,41612000,3380500000,27,10
42172,250.82,256.85,246.48,249.28,43858400,3581960000,27,17
42173,249.43,252.11,244.13,249.01,30980200,3563010000,20,18
42174,249.04,250.98,243.79,244.61,23965300,3558500000,21,21
42175,244.53,245.83,240.63,245.21,20608100,3494910000,24,11
42176,245.1,245.22,241.88,243.94,10600900,3503880000,22,27
42177,243.97,247.92,243.78,246.99,17692500,3488460000,21,19
42178,246.93,247.3,243.13,244.3,15108700,3531700000,21,23
42179,244.28,244.34,240.51,240.51,17344900,3494730000,24,23
42180,240.37,243.33,240.37,242.8,16133100,3439620000,14,31
42181,242.6,243.75,241.55,243.59,13983500,3472580000,21,13
42182,243.55,251.34,243.12,250.99,20488600,3487060000,24,16
42183,250.96,251.17,247.43,249.01,15137600,3593900000,22,17
42184,248.72,257.17,248.58,257.06,34742900,3562790000,22,24
42185,257.04,267.87,255.95,263.07,44533800,3682790000,25,26
42186,263.35,265.17,255.77,258.62,27029800,3774140000,19,23
42187,258.55,261.63,254.12,255.41,21551900,3706320000,19,18
42188,255.46,257.08,253.5,256.34,19033800,3662970000,20,17
42189,256.49,261.46,254.2,260.89,15620400,3678800000,14,23
42190,260.81,274.51,258.7,271.91,44156100,3741670000,30,19
42191,271.11,277.42,267.6,269.03,49154800,3890430000,27,19
42192,269.96,271.34,264.83,266.21,28857600,3875220000,24,14
42193,265.98,272.97,264.39,270.79,36980200,3818970000,15,25
42194,270.83,272.33,267.09,269.23,40301200,3889620000,20,20
42195,269.16,294.59,268.8,284.89,100390000,3866510000,19,22
42196,284.88,298.51,283.53,293.12,41109900,4093500000,28,18
42197,293.14,314.39,292.5,310.87,56405000,4213280000,30,14
42198,310.83,310.95,281.01,292.05,62053900,4468540000,31,24
42199,292.03,296.15,286.64,287.46,28727200,4199450000,17,21
42200,288.05,293.25,285.37,285.83,27486600,4143120000,17,31
42201,286.04,291.18,275.24,278.09,49482600,4115410000,31,21
42202,278.09,280.28,272.04,279.47,27591400,4001950000,30,15
42203,279.33,282.53,274.07,274.9,25187100,4020820000,22,28
42204,274.77,275.67,272.51,273.61,15332500,3956140000,27,12
42205,273.5,278.98,272.96,278.98,22711400,3938930000,14,14
42206,278.88,280.55,275.42,275.83,22930700,4017540000,18,25
42207,275.66,277.67,274.38,277.22,19389800,3971960000,30,25
42208,277.34,278.11,275.72,276.05,18531300,3997290000,26,17
42209,276,289.25,275.25,288.28,37199400,3978990000,24,20
42210,288.16,290.73,286,288.7,20662200,4155500000,24,15
42211,288.64,293.05,287.71,292.69,16032300,4163470000,29,8
42212,292.64,297.77,287.45,293.62,30592000,4222210000,18,14
42213,293.63,296.65,293.42,294.43,25453600,4237650000,18,24
